projectIdentifier,programArea,programFy,region,state,stateNumberCode,county,countyCode,disasterNumber,projectCounties,projectType,status,recipient,recipientTribalIndicator,subrecipient,subrecipientTribalIndicator,dataSource,dateApproved,dateClosed,dateInitiallyApproved,projectAmount,initialObligationDate,initialObligationAmount,federalShareObligated,subrecipientAdminCostAmt,srmcObligatedAmt,recipientAdminCostAmt,costSharePercentage,benefitCostRatio,netValueBenefits,numberOfFinalProperties,numberOfProperties,id
DR-1816-0001-R,HMGP,2009,1,Vermont,50,Washington,23.0,1816.0,WASHINGTON,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Warren (Town of),0.0,HMGP,2013-01-16T00:00:00.000Z,2013-01-16T00:00:00.000Z,2010-08-16T00:00:00.000Z,33989.0,2010-08-17T00:00:00.000Z,33525.0,25493.0,0.0,0.0,0.0,0.75,1.92,105589.0,0,0,812f4007-063e-4048-9de6-dc470f25b577
DR-0840-0003-R,HMGP,1989,1,Vermont,50,Washington,23.0,840.0,WASHINGTON,203.1: Wet Floodproofing Private Structures - Riverine,Closed,,,MONTPELIER,,HMGP-Historical,1993-05-12T00:00:00.000Z,1995-04-11T00:00:00.000Z,,89430.0,,,44715.0,,,,0.5,0.0,0.0,5,5,79d5e43d-3cfd-4049-9f3e-31e298013266
DR-4532-0006-R,HMGP,2020,1,Vermont,50,Washington,23.0,4532.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Northfield (Town of),0.0,HMGP,2023-06-29T00:00:00.000Z,,2023-06-29T00:00:00.000Z,309790.0,2023-07-18T00:00:00.000Z,261811.0,261811.0,0.0,0.0,0.0,0.9,1.03,323000.0,1,1,b24aca25-31eb-455b-bb87-6e4aeb36cc1d
DR-4022-0092-R,HMGP,2011,1,Vermont,50,Rutland,21.0,4022.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Brandon (Town of),0.0,HMGP,2023-11-20T00:00:00.000Z,2023-11-21T00:00:00.000Z,2014-10-16T00:00:00.000Z,2486654.37,2014-10-20T00:00:00.000Z,205650.0,1864690.75,0.0,0.0,0.0,0.75,1.62,3319401.0,0,0,adea6406-2fa7-48ae-ad15-2c055f3fe3e1
DR-4207-0005-R,HMGP,2015,1,Vermont,50,Washington,23.0,4207.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Barre,0.0,HMGP,2019-05-30T00:00:00.000Z,2019-05-30T00:00:00.000Z,2016-06-02T00:00:00.000Z,73453.0,2016-06-03T00:00:00.000Z,91793.0,55090.16,0.0,0.0,0.0,0.75,0.0,0.0,1,1,e9a866d5-0348-49ba-a0c8-4e6a13ee6aa3
DR-4022-0016-R,HMGP,2011,1,Vermont,50,Rutland,21.0,4022.0,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Pittsfield (Town of),0.0,HMGP,2023-11-08T00:00:00.000Z,2023-11-08T00:00:00.000Z,2012-09-06T00:00:00.000Z,547101.4,2012-09-10T00:00:00.000Z,448507.0,410326.05,0.0,0.0,0.0,0.75,0.0,0.0,4,4,c650a65e-734f-4ce0-bf4b-7f147f30fb1e
DR-4022-0048-R,HMGP,2011,1,Vermont,50,Washington,23.0,4022.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Duxbury,0.0,HMGP,2015-05-20T00:00:00.000Z,2023-07-27T00:00:00.000Z,2013-07-16T00:00:00.000Z,174248.0,2013-07-17T00:00:00.000Z,136073.0,130686.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,030366c8-a3a1-49c8-bdd4-4b0d4530ccbd
DR-4022-0077-R,HMGP,2011,1,Vermont,50,Washington,23.0,4022.0,WASHINGTON,202.1: Elevation of Private Structures - Riverine,Closed,Statewide,0.0,Northfield (Town of),0.0,HMGP,2014-07-16T00:00:00.000Z,2017-11-22T00:00:00.000Z,2014-07-16T00:00:00.000Z,140200.0,2014-07-24T00:00:00.000Z,105150.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,fbbdacd4-6652-4c5c-9d48-6c63892ac925
DR-4022-0097-R,HMGP,2011,1,Vermont,50,Rutland,21.0,4022.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Pawlet,0.0,HMGP,2014-11-10T00:00:00.000Z,2023-11-21T00:00:00.000Z,2014-11-10T00:00:00.000Z,96078.0,2014-11-17T00:00:00.000Z,72059.0,72059.0,0.0,0.0,0.0,0.75,1.08,105936.0,0,0,ac9a7c4e-ada3-485c-bb96-229d1d603974
DR-4022-0042-R,HMGP,2011,1,Vermont,50,Rutland,21.0,4022.0,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Clarendon (Town of),0.0,HMGP,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,2013-04-08T00:00:00.000Z,41543.69,2013-04-11T00:00:00.000Z,60096.0,25630.5,0.0,0.0,0.0,0.62,1.7,135800.0,1,1,084a9460-5af9-45e1-8f4d-69dc06c16a94
DR-4022-0112-R,HMGP,2011,1,Vermont,50,Washington,23.0,4022.0,WASHINGTON,202.1: Elevation of Private Structures - Riverine,Closed,Statewide,0.0,Moretown (Town of),0.0,HMGP,2023-12-06T00:00:00.000Z,2023-12-06T00:00:00.000Z,2015-02-18T00:00:00.000Z,123812.88,2015-02-24T00:00:00.000Z,84518.0,92858.15,0.0,0.0,0.0,0.75,1.01,125299.0,1,1,f5c57078-63aa-419e-985d-3a502913842e
DR-4022-0049-R,HMGP,2011,1,Vermont,50,Washington,23.0,4022.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Berlin (Town of),0.0,HMGP,2015-05-15T00:00:00.000Z,2017-12-26T00:00:00.000Z,2013-08-01T00:00:00.000Z,184121.0,2013-08-02T00:00:00.000Z,135560.0,138091.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,3e483c6c-96ef-4df0-ae8e-c157cc04733d
DR-0840-0001-R,HMGP,1989,1,Vermont,50,Washington,23.0,840.0,WASHINGTON,403.1: Stormwater Management - Culverts,Closed,,,TOWN OF BERLIN,,HMGP-Historical,1991-01-04T00:00:00.000Z,1993-06-09T00:00:00.000Z,,40000.0,,,20000.0,,,,0.5,0.0,0.0,0,0,194ec443-e3c0-4f92-b758-b3b4a32c3628
DR-4022-0057-R,HMGP,2011,1,Vermont,50,Washington,23.0,4022.0,WASHINGTON,200.3: Acquisition of Public Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Statewide,0.0,HMGP,2014-07-11T00:00:00.000Z,2023-12-07T00:00:00.000Z,2013-11-14T00:00:00.000Z,248349.0,2013-11-19T00:00:00.000Z,473660.0,186262.0,0.0,0.0,0.0,0.75,2.65,657475.0,5,5,c543b27f-bf49-47c1-8921-dacb1bf56d45
DR-4720-0065-R,HMGP,2023,1,Vermont,50,Washington,23.0,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2025-04-21T00:00:00.000Z,,2025-04-21T00:00:00.000Z,545500.0,2025-04-25T00:00:00.000Z,409125.0,409125.0,0.0,0.0,0.0,0.75,1.0,1.0,1,1,9f1c4541-b922-43ba-8366-1d8c3aa78642
DR-4232-0003-R,HMGP,2015,1,Vermont,50,Washington,23.0,4232.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Barre,0.0,HMGP,2018-11-06T00:00:00.000Z,2018-11-06T00:00:00.000Z,2017-01-13T00:00:00.000Z,93894.0,2017-01-17T00:00:00.000Z,95685.0,70420.32,0.0,0.0,0.0,0.75,0.0,0.0,1,1,5ba388c7-0e8e-45d0-9ad6-73007fea923d
DR-4022-0098-R,HMGP,2011,1,Vermont,50,Rutland,21.0,4022.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Pawlet,0.0,HMGP,2014-11-10T00:00:00.000Z,2023-11-21T00:00:00.000Z,2014-11-10T00:00:00.000Z,85000.0,2014-11-17T00:00:00.000Z,63750.0,63750.0,0.0,0.0,0.0,0.75,1.18,101568.0,0,0,fe9dc556-1724-44e6-97d4-9421e01a03b9
PDMC-PL-01-VT-2018-005,PDM,2018,1,Vermont,50,Rutland,21.0,,RUTLAND,904.2: Advance Assistance (FMA and PDMC),Not Approved / Denied,Vermont Emergency Management,0.0,"Town of Danby, Vermont",0.0,eGrants,,,,30945.0,,,,,,,0.9,,,0,0,d497c4cb-864a-431c-87a2-b3646d0dd0a6
DR-4022-0125-R,HMGP,2011,1,Vermont,50,Rutland,21.0,4022.0,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Brandon (Town of),0.0,HMGP,2017-04-17T00:00:00.000Z,2018-03-28T00:00:00.000Z,2015-09-08T00:00:00.000Z,166527.0,2015-09-11T00:00:00.000Z,116678.0,124895.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,bf72b043-152c-4847-abfe-1a6510f0c4a7
DR-4022-0071-R,HMGP,2011,1,Vermont,50,Rutland,21.0,4022.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Pawlet,0.0,HMGP,2018-04-05T00:00:00.000Z,2023-07-27T00:00:00.000Z,2014-06-25T00:00:00.000Z,82326.0,2014-06-30T00:00:00.000Z,91875.0,61744.0,0.0,0.0,0.0,0.75,1.65,204637.0,0,0,28d4969f-f769-4a75-a3ba-57722a1054d4
DR-1184-0007-R,HMGP,1997,1,Vermont,50,Rutland,21.0,1184.0,RUTLAND,403.1: Stormwater Management - Culverts,Withdrawn,,,"Poultney, Town of ",,HMGP-Historical,,1999-08-10T00:00:00.000Z,,,,,,,,,,,,0,0,7a197132-f3af-474f-b96e-033837fa9f45
DR-4163-0010-R,HMGP,2014,1,Vermont,50,Washington,23.0,4163.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Woodbury (Town of),0.0,HMGP,2022-07-20T00:00:00.000Z,2022-07-20T00:00:00.000Z,2019-08-22T00:00:00.000Z,190550.5,2019-08-28T00:00:00.000Z,125742.75,141204.0,0.0,0.0,0.0,0.74,0.0,0.0,1,1,4fba955a-1c31-4bb9-bdec-75974736ef30
DR-1201-0007-R,HMGP,1998,1,Vermont,50,Washington,23.0,1201.0,WASHINGTON,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,,,Johnson (Town of),,HMGP-Historical,1999-03-31T00:00:00.000Z,2000-12-20T00:00:00.000Z,,27668.0,,,20751.0,,,,0.75,1.4,37227.0,0,0,4af69f5a-808c-418f-8a8a-201d4551175c
DR-1228-0003-R,HMGP,1998,1,Vermont,50,Washington,23.0,1228.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,,,Warren (Town of ),,HMGP-Historical,1998-09-24T00:00:00.000Z,2001-01-03T00:00:00.000Z,,225390.0,,,152630.0,,,,0.68,0.0,0.0,3,3,d0565715-fa37-4c0b-9c34-6ef3b8e8d3fc
DR-4022-0101-R,HMGP,2011,1,Vermont,50,Washington,23.0,4022.0,WASHINGTON,202.1: Elevation of Private Structures - Riverine,Closed,Statewide,0.0,Waterbury (Town of),0.0,HMGP,2025-05-02T00:00:00.000Z,2025-05-02T00:00:00.000Z,2014-11-21T00:00:00.000Z,115564.1,2014-11-25T00:00:00.000Z,58275.0,86548.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,cd8590e8-f828-430e-838c-762e353a0e06
DR-4207-0006-R,HMGP,2015,1,Vermont,50,Washington,23.0,4207.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Northfield (Town of),0.0,HMGP,2019-05-28T00:00:00.000Z,2019-05-31T00:00:00.000Z,2016-06-01T00:00:00.000Z,175451.0,2016-06-03T00:00:00.000Z,154088.0,131588.43,0.0,0.0,0.0,0.75,0.0,0.0,1,1,ca8d4e1f-6ff0-4814-b610-e101a252282b
DR-4720-0093,HMGP,2023,1,Vermont,50,Washington,23.0,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Statewide,0.0,HMGP,,2026-01-25T00:00:00.000Z,,253000.0,,,,,,,0.75,0.0,0.0,0,1,5c0058d8-160a-4bfe-992f-183bcb4c74bf
PDMC-PJ-01-VT-2017-002,PDM,2017,1,Vermont,50,Rutland,21.0,,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Vermont Emergency Management,0.0,Town of Brandon,0.0,eGrants,2019-01-28T00:00:00.000Z,2021-12-15T00:00:00.000Z,2019-02-20T00:00:00.000Z,502215.0,2019-02-20T00:00:00.000Z,376661.25,376661.25,,,,0.75,1.0,502215.0,3,3,6fec22f7-90d3-4fcf-bb6f-6d5f69466c6a
DR-1101-0016-R,HMGP,1996,1,Vermont,50,Rutland,21.0,1101.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,,,"Castleton, Town of",,HMGP-Historical,1999-04-08T00:00:00.000Z,1999-09-27T00:00:00.000Z,,13375.0,,,10031.0,,,,0.75,1.54,20590.0,0,0,a6b7907d-2cde-4c3d-9b2c-81493055f622
DR-1101-0015-R,HMGP,1996,1,Vermont,50,Rutland,21.0,1101.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,,,"Castleton, Town of",,HMGP-Historical,1999-04-08T00:00:00.000Z,2002-09-30T00:00:00.000Z,,100239.0,,,70021.0,,,,0.7,3.05,44947.0,0,0,3536b349-51b8-4df6-a751-453403f8487b
DR-1201-0010-R,HMGP,1998,1,Vermont,50,Rutland,21.0,1201.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,,,"Poultney, Town of ",,HMGP-Historical,1999-04-08T00:00:00.000Z,2002-09-11T00:00:00.000Z,,21228.0,,,15921.0,,,,0.75,1.15,24322.0,0,0,6d9ea65a-71b2-4fdf-9654-9bb54bb720bb
DR-1184-0014-R,HMGP,1997,1,Vermont,50,Rutland,21.0,1184.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,,,"Castleton, Town of",,HMGP-Historical,1999-04-08T00:00:00.000Z,2002-09-11T00:00:00.000Z,,14327.0,,,5158.0,,,,0.36,3.05,44947.0,0,0,781fe4b3-f57c-46ad-9cbb-1824fcfb5eb1
DR-1336-0009-R,HMGP,2000,1,Vermont,50,Rutland,21.0,1336.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Poultney (Town of),0.0,HMGP,2004-05-05T00:00:00.000Z,2004-01-29T00:00:00.000Z,2002-09-14T00:00:00.000Z,31939.0,2002-11-27T00:00:00.000Z,42167.0,23954.0,958.0,0.0,506.0,0.75,2.27,120111.0,0,0,2dc383ec-c74d-4bc9-80dc-56dbaed81e35
DR-1336-0013-R,HMGP,2000,1,Vermont,50,Rutland,21.0,1336.0,RUTLAND,405.1: Other Minor Flood Control,Closed,Statewide,0.0,Castleton (Town of),0.0,HMGP,2004-06-08T00:00:00.000Z,2003-12-01T00:00:00.000Z,2002-09-14T00:00:00.000Z,4571.0,2002-11-27T00:00:00.000Z,2268.0,3428.0,137.0,0.0,71.0,0.75,8.42,23991.0,0,0,b4563ca5-2e22-4022-8788-f9bd3e71b9f8
DR-4532-0002-R,HMGP,2020,1,Vermont,50,Rutland,21.0,4532.0,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Brandon (Town of),0.0,HMGP,2024-04-11T00:00:00.000Z,2024-04-24T00:00:00.000Z,2023-06-27T00:00:00.000Z,550.0,2023-07-18T00:00:00.000Z,278163.0,495.0,0.0,0.0,0.0,0.9,1.03,323000.0,1,1,f89668be-594b-4443-a1d1-dfd19b1ccfa8
DR-4022-0086-R,HMGP,2011,1,Vermont,50,Rutland,21.0,4022.0,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Pittsfield (Town of),0.0,HMGP,2024-01-24T00:00:00.000Z,2024-01-24T00:00:00.000Z,2014-09-10T00:00:00.000Z,286105.2,2014-09-19T00:00:00.000Z,192173.0,211638.0,0.0,0.0,0.0,0.74,3.47,979680.0,1,1,74a70e3a-4f98-4f27-865e-6f01e9a76f9f
DR-4022-0105-R,HMGP,2011,1,Vermont,50,Washington,23.0,4022.0,WASHINGTON,601.1: Generators,Closed,Statewide,0.0,Barre (Town of),0.0,HMGP,2023-02-03T00:00:00.000Z,2023-02-03T00:00:00.000Z,2014-12-12T00:00:00.000Z,9240.86,2014-12-16T00:00:00.000Z,5175.0,5175.0,0.0,0.0,0.0,0.56,1.13,8381.0,0,0,63129843-1fff-4356-b2a3-d6db2a586a81
PDMC-PJ-01-VT-2005-003,PDM,2005,1,Vermont,50,Rutland,21.0,,RUTLAND,402.1: Infrastructure Protective Measures (Roads and Bridges),Not Approved / Denied,Vermont Emergency Management,0.0,Town of Castleton,0.0,eGrants,,,,836792.96,,,,,,,0.75,2.97,2516273.0,0,0,c66c0128-a636-48f3-be9e-764324bf0b1b
DR-4720-0016-R,HMGP,2023,1,Vermont,50,Washington,23.0,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Middlesex (Town of),0.0,HMGP,2024-08-28T00:00:00.000Z,,2024-08-28T00:00:00.000Z,4313606.0,2024-11-01T00:00:00.000Z,3235204.5,3235204.5,0.0,0.0,0.0,0.75,0.0,0.0,0,13,645b6b64-8ec0-4066-ad8e-704ac27ce4a4
DR-4720-0006-R,HMGP,2023,1,Vermont,50,Washington,23.0,4720.0,WASHINGTON,904.1: Advanced Assistance,Approved,Statewide,0.0,Montpelier,0.0,HMGP,2024-03-27T00:00:00.000Z,,2024-03-27T00:00:00.000Z,72800.0,2024-04-12T00:00:00.000Z,54600.0,54600.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,3893d46b-5aeb-40f1-b60e-56dd94add183
DR-4720-0028-R,HMGP,2023,1,Vermont,50,Washington,23.0,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2024-10-01T00:00:00.000Z,,2024-10-01T00:00:00.000Z,331200.0,2024-10-12T00:00:00.000Z,248400.0,248400.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,bc612ba1-589b-4be4-8e3d-8144a8a288dc
DR-4532-0024,HMGP,2020,1,Vermont,50,Rutland,21.0,4532.0,RUTLAND,601.1: Generators,Pending,Statewide,0.0,West Haven (Town of),0.0,HMGP,,,,22000.0,,,,,,,0.9,0.0,0.0,0,0,91adc58e-28b5-43ef-b80b-e206a07196f1
DR-1101-0019-R,HMGP,1996,1,Vermont,50,Washington,23.0,1101.0,WASHINGTON,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,,,"Waterbury, Town of",,HMGP-Historical,1998-11-09T00:00:00.000Z,1999-05-17T00:00:00.000Z,,69800.0,,,52350.0,,,,0.75,2.3,124205.0,0,0,cbbb591b-05fc-4bb1-af9e-a57af717542d
DR-4330-0006-R,HMGP,2017,1,Vermont,50,Rutland,21.0,4330.0,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Brandon (Town of),0.0,HMGP,2022-04-07T00:00:00.000Z,2022-04-07T00:00:00.000Z,2019-08-01T00:00:00.000Z,0.0,2019-08-02T00:00:00.000Z,310683.75,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,7be713a6-d2ae-4666-bd1e-773324180a46
DR-4720-0005-R,HMGP,2023,1,Vermont,50,Washington,23.0,4720.0,WASHINGTON,904.1: Advanced Assistance,Approved,Statewide,0.0,Cabot (Town of),0.0,HMGP,2024-03-27T00:00:00.000Z,,2024-03-27T00:00:00.000Z,69620.0,2024-04-12T00:00:00.000Z,52215.0,52215.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,2bf703b6-c52c-4e3c-a1ba-fa221ed147b9
DR-4330-0008-R,HMGP,2017,1,Vermont,50,Washington,23.0,4330.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Middlesex (Town of),0.0,HMGP,2024-01-25T00:00:00.000Z,2024-10-07T00:00:00.000Z,2019-12-23T00:00:00.000Z,273728.34,2020-01-14T00:00:00.000Z,102000.0,205296.26,0.0,0.0,0.0,0.75,2.38,323000.0,1,1,e7600b9d-ac3b-4a6c-972e-ddead08e972f
DR-4022-0076-R,HMGP,2011,1,Vermont,50,Washington,23.0,4022.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Northfield (Town of),0.0,HMGP,2023-05-02T00:00:00.000Z,2023-05-03T00:00:00.000Z,2014-07-16T00:00:00.000Z,155263.25,2014-07-23T00:00:00.000Z,105150.0,116447.44,0.0,0.0,0.0,0.75,0.0,0.0,1,1,485f83fe-ac72-4f8e-8d70-8c6766b2caab
DR-4022-0142-R,HMGP,2011,1,Vermont,50,Rutland,21.0,4022.0,RUTLAND,601.2: Generators - Regular,Closed,Statewide,0.0,Killington (Town of),0.0,HMGP,2021-04-12T00:00:00.000Z,2021-04-12T00:00:00.000Z,2016-03-09T00:00:00.000Z,0.0,2016-03-10T00:00:00.000Z,26289.0,0.0,0.0,0.0,0.0,0.75,1.13,39609.0,0,0,2b9abb53-919a-469d-9899-705b999182c0
FMA-PJ-01VT-1997001,FMA,1997,1,Vermont,50,Washington,23.0,,WASHINGTON,"204.3: Dry Floodproofing Public Structures - Riverine; 
405.1: Other Minor Flood Control",Closed,,,"Montpelier, City Of",,FMA,,2002-09-25T00:00:00.000Z,,94230.0,,,63135.0,,,,0.67,,,2,3,fd1d5e90-b19c-4be5-b4c6-d5a5c3988ea8
DR-4022-0008-R,HMGP,2011,1,Vermont,50,Rutland,21.0,4022.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Pawlet (Town of),0.0,HMGP,2023-05-30T00:00:00.000Z,2023-05-31T00:00:00.000Z,2012-08-03T00:00:00.000Z,13483.84,2012-08-09T00:00:00.000Z,25073.0,10112.89,0.0,0.0,0.0,0.75,1.25,44797.0,0,0,cab4b211-b325-44b7-b69b-105fb67ecf20
DR-1228-0017-R,HMGP,1998,1,Vermont,50,Rutland,21.0,1228.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,,,Poultney (Town of),,HMGP-Historical,2000-01-24T00:00:00.000Z,2002-09-11T00:00:00.000Z,,33000.0,,,24750.0,,,,0.75,1.07,35210.0,0,0,2d6f2c55-a7c0-4bd2-b6d5-d90dd6a3bd00
LPDM-PJ-01-VT-2023-001,LPDM,2023,1,Vermont,50,Rutland,21.0,,RUTLAND,402.4: Community Flood Mitigation Project ,Obligated,Vermont Emergency Management,0.0,State of Vermont,0.0,eGrants,2023-09-14T00:00:00.000Z,,2023-09-18T00:00:00.000Z,250667.0,2023-09-18T00:00:00.000Z,188000.0,188000.0,,,,0.75,10.07,2516790.0,0,0,e32ce3c6-d482-4ae4-88e2-749b34182805
DR-4001-0005-R,HMGP,2011,1,Vermont,50,Washington,23.0,4001.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Middlesex (Town of),0.0,HMGP,2016-11-23T00:00:00.000Z,2016-11-23T00:00:00.000Z,2012-10-16T00:00:00.000Z,122095.0,2012-11-07T00:00:00.000Z,95400.0,91571.0,0.0,0.0,0.0,0.75,0.0,0.0,2,2,10e198ab-59e2-442b-bbe1-b3e9d917be16
FMA-PL-01VT-1997001,FMA,1997,1,Vermont,50,Washington,23.0,,WASHINGTON,,Closed,,,"Montpelier, City Of",,FMA,1998-07-01T00:00:00.000Z,2004-06-15T00:00:00.000Z,,14000.0,,,10500.0,,,,0.75,,,0,0,0966bb4c-a3fc-41be-a58b-57f4c07fbbc1
FMA-TA-01VT-1997001,FMA,1997,1,Vermont,50,Washington,23.0,,WASHINGTON,,,,,"Montpelier, City Of",,FMA,1997-08-01T00:00:00.000Z,2001-11-21T00:00:00.000Z,,13960.0,,,0.0,,,,0.75,,,0,0,a06c195b-d19d-454a-b228-afc617f5463f
DR-4720-0089,HMGP,2023,1,Vermont,50,Washington,23.0,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Statewide,0.0,HMGP,,2026-01-25T00:00:00.000Z,,722594.0,,,,,,,0.75,0.0,0.0,0,1,d7160a03-47e6-4053-8405-f1c7675c3482
DR-4022-0074-R,HMGP,2011,1,Vermont,50,Washington,23.0,4022.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Northfield (Town of),0.0,HMGP,2018-03-26T00:00:00.000Z,2018-03-26T00:00:00.000Z,2014-07-16T00:00:00.000Z,19098.0,2014-07-17T00:00:00.000Z,44424.0,14324.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,a9c23a5a-a4ea-4f9f-ba0b-6fc491288c68
DR-1101-0008-R,HMGP,1996,1,Vermont,50,Rutland,21.0,1101.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,,,SHERBURNE (TOWN OF),,HMGP-Historical,1998-11-05T00:00:00.000Z,1999-10-29T00:00:00.000Z,,11000.0,,,8250.0,,,,0.75,1.61,17672.0,0,0,5b8fd3cb-4ed6-473e-a988-764c9aab9e28
DR-4720-0081-R,HMGP,2023,1,Vermont,50,Washington,23.0,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2025-04-21T00:00:00.000Z,,2025-04-21T00:00:00.000Z,471000.0,2025-04-25T00:00:00.000Z,353250.0,353250.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,e1e1334c-728f-44e1-8e85-ad55bb9fc1a8
PDMC-PJ-01-VT-2017-004,PDM,2017,1,Vermont,50,Rutland,21.0,,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Not Selected,Vermont Emergency Management,0.0,Town of Brandon,0.0,eGrants,,,,409245.0,,,,,,,0.75,1.0,409245.0,2,2,001a981b-6f06-4fd8-af4a-2ff4cf770aa4
DR-4022-0010-R,HMGP,2011,1,Vermont,50,Rutland,21.0,4022.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Pawlet (Town of),0.0,HMGP,2018-03-27T00:00:00.000Z,2023-07-27T00:00:00.000Z,2012-08-09T00:00:00.000Z,73178.0,2012-08-13T00:00:00.000Z,52991.0,54884.0,0.0,0.0,0.0,0.75,1.09,91529.0,0,0,55a00ab4-f2ad-4044-8436-0baa531d5ffd
DR-0875-0009-R,HMGP,1990,1,Vermont,50,Washington,23.0,875.0,WASHINGTON,203.3: Wet Floodproofing Public Structures - Riverine,Closed,,,MONTPELIER,,HMGP-Historical,1994-08-11T00:00:00.000Z,1997-05-28T00:00:00.000Z,,90000.0,,,45000.0,,,,0.5,0.0,0.0,1,1,b98ed9fc-6893-4e30-bb1d-4106f6cc0a0c
DR-1101-0005-R,HMGP,1996,1,Vermont,50,Rutland,21.0,1101.0,RUTLAND,402.1: Infrastructure Protective Measures (Roads and Bridges),Withdrawn,,,SHERBURNE (TOWN OF),,HMGP-Historical,,1998-10-29T00:00:00.000Z,,,,,,,,,,0.0,,0,0,6873721e-0207-48fb-98a2-de389d82d502
