agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
0,2026-02-11T00:00:00.000Z,,1,,2000-12-17T00:00:00.000Z,0,,,,A07,0,4.0,,,3.0,0,,4.0,1940-07-01T00:00:00.000Z,1998-08-07T00:00:00.000Z,8179.03,0.0,0.0,0,1,0,400000.0,100000.0,2000,0,12180.0,4,8179.03,506060.0,2,N,3088.0,4,0.0,0.0,0.0,,,,0.0,0,,30000.0,0.0,500105.0,,,1.0,,1.0,696512.0,0.0,A,0,2.0,,1.0,0,VT,Currently Unavailable,5641.0,50023.0,50023955200.0,500239552005.0,44.2,-72.5,d802611e-8fb7-407e-8f9d-fc8b5898ab2c
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,0,1,,,A16,0,3.0,,,2.0,0,,6.0,1948-07-01T00:00:00.000Z,1992-03-01T00:00:00.000Z,0.0,36103.9,0.0,0,1,0,247000.0,289400.0,2011,0,,2,0.0,,1,N,44506.0,2,36103.9,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500028.0,,,,,1.0,,0.0,A,0,18.0,,,0,VT,Currently Unavailable,5851.0,50005.0,50005957300.0,500059573002.0,44.5,-72.0,2a87765d-8283-4bfc-9c09-644bff006791
0,2026-02-11T00:00:00.000Z,,1,,1990-07-23T00:00:00.000Z,0,,,,A,0,,,,2.0,0,10.0,1.0,1981-06-01T00:00:00.000Z,1988-06-17T00:00:00.000Z,,,,0,1,0,64400.0,0.0,1990,1,,1,0.0,,4,N,,0,0.0,,0.0,,,,0.0,0,,20000.0,0.0,500040.0,,,,1.0,1.0,,,,0,0.0,,,0,VT,Currently Unavailable,5477.0,50007.0,50007003000.0,500070030002.0,44.4,-72.9,7547aae9-4f98-4a4d-87aa-974869c11593
0,2026-02-11T00:00:00.000Z,2.0,1,,2009-08-21T00:00:00.000Z,0,1,,,A05,0,,,,2.0,0,,1.0,1950-01-01T00:00:00.000Z,2007-06-18T00:00:00.000Z,8881.2,0.0,0.0,0,1,0,60000.0,0.0,2009,1,13268.0,5,8881.2,80237.0,4,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500070.0,,,,,1.0,100296.0,,A,0,20.0,,,0,VT,Currently Unavailable,5038.0,50017.0,50017959500.0,500179595002.0,44.0,-72.4,be075eb5-5a10-47b3-9665-df884d2373c4
0,2026-02-11T00:00:00.000Z,2.0,1,9.0,2011-08-28T00:00:00.000Z,0,,,,AE,0,2.0,,,3.0,0,,4.0,1940-07-01T00:00:00.000Z,1997-10-26T00:00:00.000Z,12073.39,599.16,0.0,0,1,0,190200.0,10100.0,2011,0,14073.0,2,12073.39,110522.0,2,N,2599.0,2,599.16,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,505518.0,505518.0,"MONTPELIER, CITY OF",,,1.0,122803.0,0.0,A,0,2.0,AE,8.0,0,VT,Currently Unavailable,5602.0,50023.0,50023954600.0,500239546002.0,44.3,-72.6,2edc47b1-76f9-42c2-bd34-c9560a15c814
0,2026-02-11T00:00:00.000Z,0.0,1,,2011-08-28T00:00:00.000Z,1,,-3.0,240.0,AE,0,,234.1,244.7,2.0,0,92.0,18.0,2006-12-01T00:00:00.000Z,2021-03-19T00:00:00.000Z,31473.58,0.0,0.0,1,RatingEngine,0,500000.0,0.0,2011,0,36473.0,5,31473.58,1377113.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500126.0,500126.0,"BRATTLEBORO, TOWN OF",,,1.0,1465014.0,,A,0,1.0,AE,1.0,0,VT,Currently Unavailable,5301.0,50025.0,50025968500.0,500259685001.0,42.9,-72.6,c5c1b003-503e-4653-9c20-00101e963f9f
0,2026-02-11T00:00:00.000Z,,1,,2011-04-28T00:00:00.000Z,1,3,4.0,102.0,AE,0,4.0,97.3,105.9,2.0,0,10.0,1.0,2012-06-08T00:00:00.000Z,2007-07-25T00:00:00.000Z,66100.0,5000.0,0.0,1,1,0,80000.0,5600.0,2011,1,73769.0,2,66100.0,96163.0,2,N,9747.0,2,5000.0,0.0,0.0,,,,0.0,0,,30000.0,0.0,500219.0,,,,,1.0,129950.0,0.0,A,0,19.0,,,0,VT,Currently Unavailable,5481.0,50011.0,50011010600.0,500110106003.0,44.8,-73.2,94057efa-cbb7-404c-91a3-21edbc4def4c
0,2026-02-11T00:00:00.000Z,0.0,1,,2023-07-11T00:00:00.000Z,0,,,,AE,0,3.0,,,2.0,0,,18.0,1900-08-15T00:00:00.000Z,2016-03-30T00:00:00.000Z,0.0,0.0,0.0,0,RatingEngine,0,0.0,4000.0,2023,0,,,0.0,,2,N,0.0,1,0.0,31495.0,,,,,,0,Vermont/New York Flooding,,0.0,500123.0,500123.0,"WATERBURY, TOWN OF",20.0,,3.0,,0.0,A,0,,AE,8.0,1,VT,Currently Unavailable,5676.0,50023.0,50023954300.0,500239543004.0,44.3,-72.8,2b4f68ab-c8d0-4f87-b680-667e52f1f1e4
0,2026-02-11T00:00:00.000Z,2.0,1,,2018-08-07T00:00:00.000Z,1,,,,X,0,7.0,,,2.0,0,50.0,1.0,1950-04-01T00:00:00.000Z,2018-07-09T00:00:00.000Z,8656.93,0.0,0.0,0,7,0,250000.0,100000.0,2018,0,9907.0,F,8656.93,271733.0,4,N,,F,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500091.0,500091.0,"CASTLETON, TOWN OF",20.0,,1.0,331136.0,,A,0,0.0,X,1.0,0,VT,Currently Unavailable,5735.0,50021.0,50021963600.0,500219636001.0,43.6,-73.2,26b4eede-4835-46c4-bb68-3077933acbe2
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,11.0,1945-01-01T00:00:00.000Z,2010-05-01T00:00:00.000Z,12210.2,0.0,0.0,0,RatingEngine,0,141000.0,0.0,2011,1,11412.0,2,12210.2,65470.0,2,N,,,0.0,,,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500114.0,500114.0,"MIDDLESEX, TOWN OF",,,1.0,142248.0,,R,0,0.0,AE,1.0,0,VT,Currently Unavailable,5602.0,50023.0,50023954200.0,500239542002.0,44.3,-72.6,d8098682-2b8b-49b7-9004-29551807eee8
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-11T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,12.0,1900-06-01T00:00:00.000Z,2018-06-28T00:00:00.000Z,81697.25,0.0,0.0,1,RatingEngine,0,168000.0,0.0,2023,1,86697.0,5,81697.25,330821.0,2,N,0.0,,0.0,0.0,0.0,,,,0.0,0,Vermont/New York Flooding,30000.0,0.0,500123.0,500123.0,"WATERBURY, TOWN OF",,,2.0,330821.0,0.0,A,0,0.0,AE,1.0,1,VT,Currently Unavailable,5676.0,50023.0,50023954300.0,500239543003.0,44.3,-72.8,c3d8dcc0-e200-4136-880f-8cb03c075c93
0,2026-02-11T00:00:00.000Z,1.0,1,,1979-03-06T00:00:00.000Z,0,,,,A14,0,2.0,,,2.0,0,10.0,4.0,1492-10-12T00:00:00.000Z,1978-12-27T00:00:00.000Z,0.0,217.79,0.0,0,1,0,0.0,5000.0,1979,0,,,0.0,,4,N,418.0,,217.79,85000.0,0.0,,,,0.0,0,,,0.0,505518.0,,,,,1.0,,0.0,A,0,0.0,,,0,VT,Currently Unavailable,5602.0,50023.0,50023954800.0,500239548002.0,44.3,-72.6,ab7c26e8-6fc3-49e8-b8a3-76d2b82b38c6
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,0,2,,,A,0,3.0,,,1.0,0,,4.0,1996-05-01T00:00:00.000Z,2006-09-06T00:00:00.000Z,20000.0,0.0,0.0,1,1,0,20000.0,0.0,2011,0,27054.0,5,20000.0,27481.0,4,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500235.0,,,,,1.0,31588.0,,A,0,8.0,,1.0,0,VT,Currently Unavailable,5060.0,50017.0,50017959300.0,500179593002.0,43.9,-72.7,a78d8c68-f330-4c87-91de-c952b61d404e
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,1,,,,A04,0,4.0,,,2.0,0,10.0,1.0,1975-06-01T00:00:00.000Z,2007-10-24T00:00:00.000Z,27858.14,8400.0,0.0,0,1,0,110000.0,8400.0,2011,0,32859.0,5,27858.14,110971.0,4,N,13946.0,5,8400.0,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500146.0,,,,,1.0,123301.0,0.0,A,0,2.0,,1.0,0,VT,Currently Unavailable,5143.0,50027.0,50027966500.0,500279665003.0,43.3,-72.7,b6c7ee6e-cdfe-4df1-b187-79fb3e0111ec
0,2026-02-11T00:00:00.000Z,,1,,1982-04-18T00:00:00.000Z,0,,,,,0,2.0,,,3.0,0,10.0,2.0,1492-10-12T00:00:00.000Z,1980-04-30T00:00:00.000Z,837.43,319.0,0.0,0,1,0,35100.0,8400.0,1982,0,1075.0,,837.43,32900.0,1,N,569.0,,319.0,15200.0,0.0,,,,0.0,0,,,0.0,500049.0,,,,,1.0,0.0,0.0,A,0,1.0,,,0,VT,Currently Unavailable,5450.0,,,,,,1526e4ea-8003-4305-a203-be7dd47ad90d
0,2026-02-11T00:00:00.000Z,,1,,2023-07-11T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,11.0,1901-07-01T00:00:00.000Z,1998-10-14T00:00:00.000Z,16040.73,0.0,0.0,0,RatingEngine,0,201000.0,0.0,2023,1,12432.0,5,16040.73,231400.0,4,N,,,0.0,,,,,,,0,Vermont/New York Flooding,30000.0,0.0,505518.0,,"MONTPELIER, CITY OF",,,1.0,362537.0,,A,0,0.0,,,0,VT,Currently Unavailable,5602.0,50023.0,50023954800.0,500239548001.0,44.3,-72.6,859b9c58-6982-4f29-bb1d-93cdc2d41417
0,2026-02-11T00:00:00.000Z,,1,,1982-04-15T00:00:00.000Z,0,1,,,A,0,3.0,,,1.0,0,10.0,1.0,1957-07-01T00:00:00.000Z,1981-09-18T00:00:00.000Z,1040.0,0.0,0.0,0,3,0,20200.0,5400.0,1982,0,1240.0,0,1040.0,23000.0,1,N,,0,0.0,,0.0,,,,0.0,0,,,0.0,500033.0,,,97.0,,1.0,0.0,,R,0,1.0,,,0,VT,Currently Unavailable,5446.0,50007.0,,,44.5,-73.2,f6820304-da1e-4e14-b65f-fa71180f681f
0,2026-02-11T00:00:00.000Z,,1,,2023-07-10T00:00:00.000Z,0,,,,X,0,,,,1.0,0,,11.0,1988-01-01T00:00:00.000Z,2022-03-29T00:00:00.000Z,23278.7,1717.93,0.0,0,RatingEngine,0,250000.0,100000.0,2023,1,23139.0,F,23278.7,122359.0,2,N,2718.0,1,1717.93,100000.0,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500323.0,,"MARSHFIELD, TOWN OF",,,1.0,177478.0,0.0,R,0,,,,0,VT,Currently Unavailable,5658.0,50023.0,50005957800.0,500059578001.0,44.3,-72.3,87680c01-fc1c-430b-8b8b-efdc4cf86b3e
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,1,,,A05,0,,,,2.0,0,,1.0,1960-01-01T00:00:00.000Z,2010-12-04T00:00:00.000Z,10009.96,0.0,0.0,0,1,0,108900.0,0.0,2011,1,15010.0,5,10009.96,77096.0,2,N,,0,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500101.0,,,,,1.0,101988.0,,A,0,8.0,,1.0,0,VT,Currently Unavailable,5701.0,50021.0,50021963200.0,500219632003.0,43.6,-73.0,92989542-2e94-485c-a8e9-9a67d446d8c0
0,2026-02-11T00:00:00.000Z,,1,,1981-02-11T00:00:00.000Z,0,,,,,0,,,,2.0,0,10.0,1.0,1492-10-12T00:00:00.000Z,1980-03-25T00:00:00.000Z,110.0,0.0,0.0,0,1,0,11000.0,0.0,1981,0,310.0,,110.0,85000.0,4,N,,,0.0,,0.0,,,,0.0,0,,,0.0,500027.0,,,,,1.0,0.0,,A,0,0.0,,,0,VT,Currently Unavailable,5843.0,50005.0,50005957700.0,500059577002.0,44.5,-72.4,13e648bd-3141-4845-b450-64f7c9a9f393
0,2026-02-11T00:00:00.000Z,,1,,2023-07-11T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,11.0,1940-04-28T00:00:00.000Z,2023-04-28T00:00:00.000Z,58259.48,0.0,0.0,0,RatingEngine,1,124000.0,0.0,2023,0,58955.0,A,58259.48,198563.0,4,N,,,0.0,,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500114.0,,"MIDDLESEX, TOWN OF",,,1.0,303251.0,,A,0,1.0,,,0,VT,Currently Unavailable,5602.0,50023.0,50023954200.0,500239542002.0,44.3,-72.6,49727346-9e72-4b8b-b28b-fe087598224f
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1900-01-01T00:00:00.000Z,2011-02-28T00:00:00.000Z,3842.51,0.0,0.0,0,1,0,98600.0,0.0,2011,1,5843.0,2,3842.51,137100.0,2,N,,0,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500104.0,,,,,1.0,181489.0,,A,0,2.0,,1.0,0,VT,Currently Unavailable,5777.0,50021.0,50021962600.0,500219626001.0,43.6,-73.0,529cb448-58ff-4158-babf-375c47712236
0,2026-02-11T00:00:00.000Z,2.0,1,,2008-03-08T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,4.0,1940-01-01T00:00:00.000Z,2004-08-02T00:00:00.000Z,,,,0,1,0,280000.0,0.0,2008,0,4022.0,A,0.0,297057.0,2,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500142.0,,,,1.0,1.0,457011.0,,A,0,3.0,,1.0,0,VT,Currently Unavailable,5363.0,50025.0,50025968000.0,500259680002.0,42.9,-72.9,4794febb-4f12-4be2-b83a-1439307f32a7
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,1,,,AE,0,2.0,,,2.0,0,,1.0,1977-06-17T00:00:00.000Z,2011-01-21T00:00:00.000Z,10014.99,0.0,0.0,0,1,0,180000.0,35000.0,2011,1,12014.0,2,10014.99,124856.0,2,N,0.0,1,0.0,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500143.0,,,,,1.0,171036.0,0.0,A,0,3.0,,1.0,0,VT,Currently Unavailable,5032.0,50027.0,50027965200.0,500279652001.0,43.9,-72.6,7edf2709-a8ca-4bdb-8bed-6e6cd5b32e28
0,2026-02-11T00:00:00.000Z,1.0,1,9.0,2011-05-26T00:00:00.000Z,0,,,,AE,0,2.0,,,3.0,0,,6.0,1960-10-01T00:00:00.000Z,1999-11-25T00:00:00.000Z,4821.2,0.0,0.0,0,1,1,17700.0,0.0,2011,0,6821.0,2,4821.2,151927.0,2,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,505518.0,505518.0,"MONTPELIER, CITY OF",,,1.0,217039.0,,A,0,3.0,AE,1.0,0,VT,Currently Unavailable,5602.0,50023.0,50023954600.0,500239546002.0,44.3,-72.6,713aebb5-d064-4bb7-a8a3-fdf89bc10c7b
0,2026-02-11T00:00:00.000Z,,1,,2006-05-14T00:00:00.000Z,0,,,,C,0,4.0,,,2.0,0,,1.0,1975-01-01T00:00:00.000Z,2005-05-27T00:00:00.000Z,,,,0,7,0,200000.0,80000.0,2006,1,,0,0.0,,,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500154.0,,,99.0,99.0,1.0,,,,0,0.0,,,0,VT,Currently Unavailable,5156.0,50027.0,50027966600.0,500279666001.0,43.3,-72.5,b1284fb0-4101-4b6c-aedd-6722fd66827c
0,2026-02-11T00:00:00.000Z,0.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,4.0,,,2.0,0,,11.0,1972-08-08T00:00:00.000Z,2010-11-10T00:00:00.000Z,72262.56,5823.98,0.0,0,RatingEngine,0,153000.0,30000.0,2011,1,73263.0,2,72262.56,157227.0,2,N,6824.0,2,5823.98,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500135.0,500135.0,"ROCKINGHAM, TOWN OF",,,1.0,189430.0,0.0,R,0,,AE,1.0,0,VT,Currently Unavailable,5143.0,50025.0,50025967100.0,500259671001.0,43.2,-72.5,3f5f54de-94b4-455f-b79a-da32e41a86df
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,1,,,A06,0,,,,2.0,0,,1.0,1958-08-01T00:00:00.000Z,2006-07-13T00:00:00.000Z,25000.0,0.0,0.0,0,1,0,30300.0,0.0,2011,1,51557.0,5,25000.0,98584.0,2,N,,0,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500150.0,,,,,1.0,123230.0,,A,0,48.0,,,0,VT,Currently Unavailable,5149.0,50027.0,50027966300.0,500279663003.0,43.4,-72.7,68299ab1-9ca2-4651-b488-15f4f151809e
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,11.0,1900-01-01T00:00:00.000Z,2004-04-15T00:00:00.000Z,,,,0,RatingEngine,0,41000.0,0.0,2011,1,2557.0,5,0.0,250000.0,4,N,,,0.0,,,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500237.0,500237.0,"NEWBURY, TOWN OF",,1.0,1.0,250000.0,,A,0,0.0,AE,1.0,0,VT,Currently Unavailable,5081.0,50017.0,50017959000.0,500179590001.0,44.2,-72.0,3fdd5f8f-c990-4911-b9ae-dac8d14811c1
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-25T00:00:00.000Z,0,,,,AE,0,2.0,,,2.0,0,,1.0,1900-06-01T00:00:00.000Z,2003-04-28T00:00:00.000Z,,,,0,1,0,91000.0,10800.0,2011,1,,2,0.0,,2,N,,2,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500155.0,,,99.0,99.0,1.0,,,A,0,,,1.0,0,VT,Currently Unavailable,5772.0,50027.0,50027965400.0,500279654004.0,43.8,-72.8,c45ef4f6-013a-42a1-8595-e79c294f854a
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-05-27T00:00:00.000Z,0,,,,C,0,2.0,,,3.0,0,,1.0,1900-07-01T00:00:00.000Z,2007-09-07T00:00:00.000Z,37382.21,0.0,0.0,0,7,0,250000.0,100000.0,2011,1,30957.0,1,37382.21,55128.0,4,N,,1,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500106.0,,,,,1.0,278421.0,,R,0,-8.0,,,0,VT,Currently Unavailable,5602.0,50023.0,50023954500.0,500239545001.0,44.2,-72.6,8be78c5e-ba3d-497f-990c-6bfc351d7240
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-10T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,11.0,1862-08-10T00:00:00.000Z,2015-04-09T00:00:00.000Z,10046.8,0.0,0.0,0,RatingEngine,0,13000.0,0.0,2023,1,15047.0,5,10046.8,227098.0,2,N,,,0.0,,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500082.0,500082.0,"BARTON, VILLAGE OF",,,1.0,321837.0,,A,0,,AE,1.0,0,VT,Currently Unavailable,5822.0,50019.0,50019951800.0,500199518003.0,44.7,-72.2,a07fd686-699c-412f-83fe-7aeadf330a52
0,2026-02-11T00:00:00.000Z,1.0,1,,2023-07-10T00:00:00.000Z,0,,-15.0,744.0,A04,0,2.0,735.0,730.6,2.0,0,,18.0,1960-01-01T00:00:00.000Z,2007-06-20T00:00:00.000Z,250000.0,250000.0,0.0,0,RatingEngine,0,275000.0,263000.0,2023,0,376916.0,A,250000.0,4765440.0,2,N,995201.0,A,250000.0,1000000.0,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500088.0,500088.0,"ORLEANS, VILLAGE OF",,,1.0,7008000.0,0.0,A,0,4.0,A04,1.0,0,VT,Currently Unavailable,5860.0,50019.0,50019951800.0,500199518002.0,44.8,-72.2,061bc7c5-8734-4c18-980c-882a7979e6a5
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-31T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,11.0,1973-01-01T00:00:00.000Z,1999-08-31T00:00:00.000Z,5164.74,0.0,0.0,0,RatingEngine,0,243000.0,0.0,2011,1,7165.0,2,5164.74,207700.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500133.0,500133.0,"NEWFANE, TOWN AND VILLAGE OF",,,1.0,230778.0,,A,0,,AE,1.0,0,VT,Currently Unavailable,5351.0,50025.0,50025967800.0,500259678002.0,42.9,-72.7,314263d0-de6f-4bae-bb19-ecca9f538184
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-10T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,12.0,1925-05-05T00:00:00.000Z,2021-04-10T00:00:00.000Z,49722.8,0.0,0.0,0,RatingEngine,0,120000.0,0.0,2023,1,51723.0,2,49722.8,321391.0,4,N,,,0.0,,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500105.0,500105.0,"BARRE, CITY OF",,,3.0,421695.0,,A,0,,AE,10.0,1,VT,Currently Unavailable,5641.0,50023.0,50023955200.0,500239552005.0,44.2,-72.5,20a06e4e-92b5-4118-9a82-5edf059f4405
0,2026-02-11T00:00:00.000Z,0.0,1,,2019-11-01T00:00:00.000Z,0,,,,AE,0,4.0,,,2.0,0,,11.0,1972-01-01T00:00:00.000Z,1994-08-12T00:00:00.000Z,20876.68,2343.4,0.0,0,RatingEngine,0,130000.0,25000.0,2019,1,22376.0,2,20876.68,146475.0,4,N,3843.0,1,2343.4,22440.0,0.0,,,,,0,,30000.0,0.0,500036.0,500036.0,"HUNTINGTON, TOWN OF",,,1.0,187247.0,35987.0,A,0,1.0,AE,1.0,0,VT,Currently Unavailable,5477.0,50007.0,50007003503.0,500070035031.0,44.3,-73.0,a7fb17cd-a35c-429f-8dbe-c3c3238e0065
0,2026-02-11T00:00:00.000Z,2.0,1,,2019-11-01T00:00:00.000Z,0,1,,,B,0,3.0,,,2.0,0,,12.0,1901-01-01T00:00:00.000Z,2012-04-08T00:00:00.000Z,13798.42,0.0,0.0,0,RatingEngine,0,121000.0,45000.0,2019,0,11915.0,F,13798.42,204776.0,4,N,0.0,1,0.0,204776.0,0.0,,,,,0,,30000.0,0.0,500228.0,500228.0,"CAMBRIDGE, VILLAGE OF",97.0,,2.0,252086.0,252086.0,A,0,0.0,B,1.0,0,VT,Currently Unavailable,5444.0,50015.0,50015953100.0,500159531001.0,44.6,-72.9,3688e47c-b429-496c-a7cc-fd368a704b88
0,2026-02-11T00:00:00.000Z,,1,,1997-07-15T00:00:00.000Z,0,,,,A07,0,4.0,,,2.0,0,10.0,1.0,1950-07-01T00:00:00.000Z,1986-10-27T00:00:00.000Z,9346.05,0.0,0.0,0,1,0,44300.0,13400.0,1997,0,250000.0,5,9346.05,300000.0,2,N,100000.0,2,0.0,0.0,0.0,,,,0.0,0,,,0.0,500028.0,,,97.0,,1.0,300000.0,0.0,A,0,84.0,,,0,VT,Currently Unavailable,,,,,,,952fbe10-ff3b-41bc-8852-a81a58359b65
0,2026-02-11T00:00:00.000Z,1.0,1,,2007-07-11T00:00:00.000Z,0,,,,X,0,2.0,,,3.0,0,,1.0,1900-06-30T00:00:00.000Z,2007-02-07T00:00:00.000Z,10949.82,0.0,0.0,0,7,0,250000.0,100000.0,2007,1,11450.0,1,10949.82,118121.0,2,N,390.0,1,0.0,0.0,0.0,,,,0.0,0,,30000.0,0.0,500073.0,,,1.0,,1.0,207231.0,0.0,R,0,5.0,,1.0,0,VT,Currently Unavailable,5060.0,50017.0,50017959400.0,500179594003.0,43.9,-72.7,891fb5b8-0a84-424f-8fe4-29ab68495d4e
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-05-26T00:00:00.000Z,1,,,,A02,0,,,,3.0,0,50.0,1.0,1932-05-01T00:00:00.000Z,2008-08-01T00:00:00.000Z,20960.74,0.0,0.0,0,1,0,98000.0,0.0,2011,0,25960.0,5,20960.74,131093.0,2,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500221.0,,,,,1.0,165941.0,,A,0,1.0,,1.0,0,VT,Currently Unavailable,5440.0,50013.0,50013020100.0,500130201004.0,44.9,-73.3,75bc17cc-330f-40b0-9b12-c64489471cb9
0,2026-02-11T00:00:00.000Z,,1,,2011-08-29T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,4.0,1969-07-01T00:00:00.000Z,2006-10-16T00:00:00.000Z,55000.0,0.0,0.0,0,1,0,55000.0,0.0,2011,0,91117.0,2,55000.0,141240.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500160.0,,,,,1.0,181077.0,,A,0,5.0,,1.0,0,VT,Currently Unavailable,5091.0,50027.0,50027965800.0,500279658002.0,43.6,-72.5,ec680a66-9f0a-49e2-a1ac-c852d7ac79ed
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,1,,,AE,0,,,,3.0,0,,1.0,1940-06-01T00:00:00.000Z,2001-11-05T00:00:00.000Z,26972.13,0.0,0.0,0,1,0,101300.0,0.0,2011,1,30078.0,5,26972.13,60464.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500118.0,500118.0,"NORTHFIELD, TOWN OF",,,0.0,75580.0,,R,0,50.0,AE,,0,VT,Currently Unavailable,5663.0,50023.0,50023955500.0,500239555004.0,44.1,-72.7,1fb7e620-d0bc-4c57-b651-cda04ac52635
0,2026-02-11T00:00:00.000Z,,1,,2023-12-18T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,11.0,1988-05-01T00:00:00.000Z,2022-09-16T00:00:00.000Z,5762.85,0.0,0.0,0,RatingEngine,0,250000.0,100000.0,2023,1,7629.0,2,5762.85,436136.0,4,N,0.0,2,0.0,0.0,,,,,0.0,0,December Nor'easter,30000.0,0.0,500091.0,,"CASTLETON, TOWN OF",,,1.0,483590.0,0.0,A,0,0.0,,,0,VT,Currently Unavailable,5732.0,50021.0,50021963600.0,500219636001.0,43.7,-73.2,9f6abf83-70e3-4673-a315-1502369eff82
