agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
0,2026-02-11T00:00:00.000Z,,1,,2019-11-01T00:00:00.000Z,1,,1.0,710.4,A04,0,,704.1,710.9,5.0,0,15.0,1.0,2006-05-01T00:00:00.000Z,2016-05-12T00:00:00.000Z,19640.87,0.0,0.0,1,1,0,85000.0,0.0,2019,1,20640.0,1,19640.87,113830.0,2,N,0.0,,0.0,0.0,0.0,,,,,0,,30000.0,0.0,500036.0,500036.0,"HUNTINGTON, TOWN OF",,,1.0,135759.0,0.0,A,0,4.0,AE,1.0,0,VT,Currently Unavailable,5462.0,50007.0,50007003503.0,500070035031.0,44.3,-73.0,db6e71d5-c2ff-4861-b577-b0676018708a
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-11T00:00:00.000Z,0,,,,AE,0,2.0,,,2.0,0,,11.0,1920-01-01T00:00:00.000Z,2017-09-19T00:00:00.000Z,23348.16,0.0,0.0,0,RatingEngine,0,55000.0,26000.0,2023,0,28348.0,5,23348.16,198661.0,2,N,,5,0.0,,0.0,,,,,0,Vermont/New York Flooding,30000.0,0.0,500265.0,500265.0,"PROCTOR, TOWN OF",20.0,,1.0,300237.0,,A,0,-2.0,AE,1.0,0,VT,Currently Unavailable,5765.0,50021.0,50021962500.0,500219625001.0,43.7,-73.0,db47f693-fbf2-48da-a6f3-261cb7af073a
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,18.0,1920-01-01T00:00:00.000Z,2011-04-24T00:00:00.000Z,2195.91,0.0,0.0,0,RatingEngine,1,45000.0,0.0,2011,0,3195.0,2,2195.91,1350090.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,505518.0,505518.0,"MONTPELIER, CITY OF",,,1.0,2368579.0,,A,0,5.0,AE,8.0,0,VT,Currently Unavailable,5602.0,50023.0,50023954600.0,500239546002.0,44.3,-72.6,40280049-0497-456e-8e1a-05331259502f
0,2026-02-11T00:00:00.000Z,0.0,1,,2023-07-11T00:00:00.000Z,0,,-4.0,352.0,A05,0,,348.1,348.2,1.0,0,,18.0,1929-01-01T00:00:00.000Z,2014-01-30T00:00:00.000Z,2218.33,0.0,0.0,0,RatingEngine,0,20000.0,0.0,2023,0,4218.0,2,2218.33,99561.0,2,N,,,0.0,,0.0,,,,,0,Vermont/New York Flooding,30000.0,0.0,500008.0,500008.0,"MIDDLEBURY, TOWN OF",,,1.0,129412.0,,A,0,1.0,A05,1.0,0,VT,Currently Unavailable,5753.0,50001.0,50001960800.0,500019608002.0,44.0,-73.1,80a4ba8a-b0b2-40e4-b5c2-cad449163ac2
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,3.0,,,1.0,0,,1.0,1974-01-01T00:00:00.000Z,2003-11-19T00:00:00.000Z,7570.53,0.0,0.0,0,1,0,55000.0,0.0,2011,1,9571.0,2,7570.53,55644.0,4,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500081.0,,,,,1.0,80644.0,,A,0,1.0,,1.0,0,VT,Currently Unavailable,5822.0,50019.0,50019951800.0,500199518003.0,44.8,-72.2,8651a7c7-bc6b-404c-8b3a-e4680d9fe335
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-11T00:00:00.000Z,0,,,,X,0,2.0,,,2.0,0,,13.0,1921-01-01T00:00:00.000Z,2016-02-21T00:00:00.000Z,3628.16,0.0,0.0,0,RatingEngine,0,75000.0,8000.0,2023,0,4628.0,1,3628.16,425284.0,4,N,0.0,1,0.0,0.0,0.0,,,,,0,Vermont/New York Flooding,30000.0,0.0,505518.0,505518.0,"MONTPELIER, CITY OF",20.0,,5.0,639172.0,0.0,A,0,,X,1.0,0,VT,Currently Unavailable,5602.0,50023.0,50023954800.0,500239548002.0,44.3,-72.6,e81b0f09-5ac9-480f-aa98-5007d86682f8
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,11.0,1900-06-15T00:00:00.000Z,2008-04-07T00:00:00.000Z,25928.42,0.0,0.0,0,RatingEngine,0,79000.0,0.0,2011,1,30929.0,5,25928.42,196059.0,4,N,,,0.0,,,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500156.0,500156.0,"WEATHERSFIELD, TOWN OF",,,1.0,284143.0,,A,0,8.0,AE,1.0,0,VT,Currently Unavailable,5151.0,50027.0,50027966100.0,500279661001.0,43.4,-72.5,c34d05ee-3bfa-43d2-8378-63da9ccd7c61
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,,,,3.0,0,,4.0,1950-06-15T00:00:00.000Z,2009-11-07T00:00:00.000Z,68165.32,0.0,0.0,0,1,0,105600.0,0.0,2011,0,70165.0,2,68165.32,152167.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500144.0,,,,,1.0,169075.0,,A,0,5.0,,1.0,0,VT,Currently Unavailable,5034.0,50027.0,50027965900.0,500279659001.0,43.6,-72.6,f3b53d44-5ed0-4b18-bd90-0a325aaf3f50
0,2026-02-11T00:00:00.000Z,1.0,1,,2023-07-10T00:00:00.000Z,1,,,,X,0,7.0,,,2.0,0,50.0,11.0,1830-01-01T00:00:00.000Z,2019-06-12T00:00:00.000Z,72633.42,23049.45,0.0,0,RatingEngine,0,250000.0,100000.0,2023,0,73883.0,F,72633.42,1023662.0,2,N,24299.0,2,23049.45,100000.0,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500132.0,500132.0,"LONDONDERRY, TOWN OF",,,1.0,1277237.0,0.0,A,0,,X,1.0,0,VT,Currently Unavailable,5148.0,50025.0,50025967300.0,500259673001.0,43.2,-72.8,d6cb37c7-fde8-415e-b833-4eb0e93779d9
0,2026-02-11T00:00:00.000Z,,1,,1998-04-04T00:00:00.000Z,1,,,,A,0,2.0,,,2.0,0,60.0,1.0,1969-07-01T00:00:00.000Z,1992-03-19T00:00:00.000Z,2481.41,0.0,0.0,0,1,0,35000.0,7900.0,1998,1,3482.0,2,2481.41,70125.0,2,N,,2,0.0,,0.0,,,1.0,120.0,0,,30000.0,0.0,500248.0,,,98.0,,1.0,82500.0,,A,0,-3.0,,,0,VT,Currently Unavailable,5829.0,50019.0,50019951200.0,500199512003.0,44.9,-72.1,db213b27-63a9-407b-970c-5ecc2762e99a
0,2026-02-11T00:00:00.000Z,,1,,2011-08-29T00:00:00.000Z,1,,1.0,616.0,AE,0,4.0,616.4,616.7,2.0,0,10.0,4.0,1973-07-15T00:00:00.000Z,2003-07-01T00:00:00.000Z,106500.0,0.0,0.0,0,B,0,199700.0,34800.0,2011,0,155658.0,F,106500.0,298306.0,2,N,,F,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500146.0,,,,,1.0,331451.0,,A,0,2.0,,4.0,0,VT,Currently Unavailable,5143.0,50027.0,50027966500.0,500279665001.0,43.3,-72.6,2d98b590-4a23-4995-87da-1e981eea90a7
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,12.0,1920-01-01T00:00:00.000Z,1997-09-18T00:00:00.000Z,46244.64,0.0,0.0,0,RatingEngine,0,114000.0,0.0,2011,1,48244.0,2,46244.64,140875.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500265.0,500265.0,"PROCTOR, TOWN OF",,,2.0,234792.0,,A,0,1.0,AE,1.0,0,VT,Currently Unavailable,5765.0,50021.0,50021962500.0,500219625001.0,43.7,-73.0,299035d0-cee4-4b49-929f-2cd99eb1d32e
0,2026-02-11T00:00:00.000Z,,1,,1979-05-26T00:00:00.000Z,0,,,,,0,,,,2.0,0,10.0,1.0,1492-10-12T00:00:00.000Z,1978-03-16T00:00:00.000Z,,,,0,1,0,11000.0,0.0,1979,0,,,0.0,,1,N,,,0.0,,0.0,,,,0.0,0,,,0.0,500126.0,,,,1.0,1.0,,,,0,0.0,,,0,VT,Currently Unavailable,5301.0,50025.0,50025968500.0,500259685001.0,42.9,-72.6,8b4ce97d-64cf-43ef-ad75-8b5ee2fca52f
0,2026-02-11T00:00:00.000Z,2.0,1,,2019-04-15T00:00:00.000Z,0,2,-5.0,983.0,AE,0,,981.0,977.6,3.0,0,,1.0,1940-01-01T00:00:00.000Z,2016-12-27T00:00:00.000Z,1003.13,0.0,0.0,0,1,0,85000.0,0.0,2019,0,2503.0,G,1003.13,85598.0,4,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500102.0,500102.0,"SHREWSBURY, TOWN OF",,,1.0,135870.0,,A,0,2.0,AE,1.0,0,VT,Currently Unavailable,5738.0,50021.0,50021962800.0,500219628003.0,43.5,-72.9,cc8cceed-d376-4b09-94fb-66e80df41708
0,2026-02-11T00:00:00.000Z,0.0,1,,2023-07-11T00:00:00.000Z,0,,,,A,0,3.0,,,2.0,0,,18.0,1980-08-01T00:00:00.000Z,2020-02-06T00:00:00.000Z,46187.14,0.0,0.0,0,RatingEngine,0,248000.0,53000.0,2023,0,56187.0,A,46187.14,1232369.0,2,N,0.0,A,0.0,0.0,0.0,,,,,0,Vermont/New York Flooding,30000.0,0.0,500014.0,500014.0,"DORSET, TOWN OF",97.0,,1.0,1340781.0,0.0,A,0,1.0,A,1.0,0,VT,Currently Unavailable,5255.0,50003.0,50003970200.0,500039702001.0,43.2,-73.0,88bb0ff2-24f2-4179-96fe-5c66e93845a8
0,2026-02-11T00:00:00.000Z,0.0,1,,2023-07-10T00:00:00.000Z,1,,-5.0,711.0,AE,0,7.0,705.5,709.5,3.0,0,50.0,18.0,1970-07-01T00:00:00.000Z,2010-12-22T00:00:00.000Z,399000.0,58000.0,0.0,0,RatingEngine,0,500000.0,67000.0,2023,0,421887.0,2,399000.0,791871.0,2,N,64342.0,2,58000.0,0.0,0.0,,,,,0,Vermont/New York Flooding,30000.0,0.0,500160.0,500160.0,"WOODSTOCK, TOWN OF",,,1.0,996172.0,0.0,A,0,4.0,AE,1.0,0,VT,Currently Unavailable,5091.0,50027.0,50027965800.0,500279658003.0,43.6,-72.5,222e38a2-6ac5-40a8-958b-6e743bcf78d0
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,2.0,,,3.0,0,,3.0,1940-07-01T00:00:00.000Z,2008-12-17T00:00:00.000Z,110425.1,0.0,0.0,0,1,0,250000.0,3200.0,2011,0,115425.0,5,110425.1,239708.0,2,N,,5,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500122.0,,,,,1.0,352511.0,,A,0,2.0,,1.0,0,VT,Currently Unavailable,5676.0,50023.0,50023954300.0,500239543004.0,44.3,-72.8,048acead-1582-4a2e-b82b-473c573db610
0,2026-02-11T00:00:00.000Z,0.0,1,8.0,2011-08-28T00:00:00.000Z,0,,5.0,487.0,AE,0,3.0,491.5,492.0,1.0,0,,6.0,2000-01-01T00:00:00.000Z,2001-04-02T00:00:00.000Z,49904.38,0.0,0.0,1,1,0,500000.0,500000.0,2011,0,50904.0,F,49904.38,854753.0,2,N,,F,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500126.0,500126.0,"BRATTLEBORO, TOWN OF",,,0.0,949726.0,,A,0,1.0,AE,1.0,0,VT,Currently Unavailable,5301.0,50025.0,50025968400.0,500259684002.0,42.9,-72.6,7c72c767-35c1-42d8-b61b-bd4a2d002bcb
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-10T00:00:00.000Z,0,,,,A07,0,,,,1.0,0,,11.0,1950-01-01T00:00:00.000Z,2006-07-27T00:00:00.000Z,53957.29,0.0,0.0,0,RatingEngine,0,90000.0,0.0,2023,1,55457.0,1,53957.29,114977.0,4,N,,,0.0,,0.0,,,,,0,Vermont/New York Flooding,30000.0,0.0,500228.0,500228.0,"CAMBRIDGE, VILLAGE OF",,,1.0,163924.0,,A,0,99.0,A07,1.0,0,VT,Currently Unavailable,5444.0,50015.0,50015953100.0,500159531001.0,44.6,-72.9,c17dae99-dcd3-47d0-b78f-79d55b4dc80e
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-10T00:00:00.000Z,0,,,,AE,0,2.0,,,2.0,0,,12.0,1930-05-17T00:00:00.000Z,2013-05-21T00:00:00.000Z,19289.73,475.81,0.0,0,RatingEngine,0,250000.0,60000.0,2023,1,21290.0,2,19289.73,208065.0,4,N,1476.0,1,475.81,2785.0,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500105.0,500105.0,"BARRE, CITY OF",,,2.0,240989.0,0.0,A,0,,AE,1.0,0,VT,Currently Unavailable,5641.0,50023.0,50023955100.0,500239551001.0,44.2,-72.5,cf82a7e3-c446-43d6-8fe6-0bba74fb2c33
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,1,,,,C,0,2.0,,,3.0,0,54.0,1.0,1925-01-01T00:00:00.000Z,2005-09-15T00:00:00.000Z,4438.54,0.0,0.0,0,7,0,125000.0,50000.0,2011,1,5204.0,1,4438.54,75543.0,2,N,805.0,1,0.0,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500056.0,,,,,1.0,96233.0,0.0,R,0,-6.0,,,0,VT,Currently Unavailable,5471.0,50011.0,50011010300.0,500110103003.0,44.9,-72.6,6e21920c-2794-46a3-bdd0-2e6de6d89d29
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,3.0,,,1.0,0,,6.0,1965-01-01T00:00:00.000Z,2005-08-26T00:00:00.000Z,76696.73,344.15,0.0,0,1,0,175600.0,40000.0,2011,0,78696.0,2,76696.73,122610.0,2,N,2344.0,2,344.15,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500157.0,,,,,1.0,167960.0,0.0,A,0,2.0,,1.0,0,VT,Currently Unavailable,5161.0,50027.0,50027966500.0,500279665004.0,43.3,-72.8,9709e3a1-4406-4c9f-8888-72b795fc4d8d
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1950-01-01T00:00:00.000Z,2010-01-12T00:00:00.000Z,9291.24,0.0,0.0,0,1,0,250000.0,0.0,2011,1,12291.0,3,9291.24,111827.0,2,N,,,0.0,,5.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500133.0,,,,,1.0,124252.0,,R,0,1.0,,1.0,0,VT,Currently Unavailable,5345.0,50025.0,50025967800.0,500259678001.0,43.0,-72.7,f902d458-7843-4129-aade-4c7f4430d18e
0,2026-02-11T00:00:00.000Z,,1,,1995-08-06T00:00:00.000Z,0,1,,,B,0,6.0,,,5.0,0,,1.0,1991-10-07T00:00:00.000Z,1993-03-14T00:00:00.000Z,9466.4,4572.72,0.0,1,1,0,31900.0,11100.0,1995,1,9967.0,1,9466.4,17000.0,2,N,5073.0,1,4572.72,18000.0,0.0,,,1.0,24.0,0,,30000.0,0.0,500068.0,,,,,1.0,0.0,0.0,A,0,38.0,,,0,VT,Currently Unavailable,5680.0,50015.0,50015953400.0,500159534001.0,44.5,-72.5,ab2d32b8-db49-40be-a72c-b188dc777d62
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,2.0,,,3.0,0,,2.0,1900-07-15T00:00:00.000Z,2008-12-05T00:00:00.000Z,,,,0,1,0,166400.0,0.0,2011,1,2349.0,3,0.0,138448.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500005.0,,,,1.0,1.0,242892.0,,A,0,7.0,,1.0,0,VT,Currently Unavailable,5748.0,50001.0,50001960600.0,500019606003.0,43.9,-72.8,5bee1676-0e17-4f6f-8a84-868f418ba38d
0,2026-02-11T00:00:00.000Z,1.0,1,,2019-04-15T00:00:00.000Z,0,,,,AE,0,,,,2.0,1,,18.0,1963-01-01T00:00:00.000Z,2012-09-17T00:00:00.000Z,5554.01,0.0,0.0,0,RatingEngine,0,500000.0,0.0,2019,0,25554.0,A,5554.01,1871565.0,2,N,,,0.0,,,,,,0.0,0,,30000.0,0.0,500157.0,500157.0,"WESTON, TOWN OF",,,1.0,2339456.0,,A,0,0.0,AE,8.0,0,VT,Currently Unavailable,5161.0,50027.0,50027966502.0,500279665022.0,43.3,-72.8,08d80e35-1487-4647-a3c9-4dfe95c10000
0,2026-02-11T00:00:00.000Z,2.0,1,,2024-07-10T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,11.0,1902-07-01T00:00:00.000Z,1997-09-30T00:00:00.000Z,16360.05,0.0,0.0,0,RatingEngine,0,102000.0,0.0,2024,1,16609.0,2,16360.05,91012.0,2,N,,,0.0,,,,,,,0,,30000.0,0.0,500105.0,500105.0,"BARRE, CITY OF",,,1.0,128607.0,,R,0,,AE,1.0,0,VT,Currently Unavailable,5641.0,50023.0,50023955100.0,500239551001.0,44.2,-72.5,51b72d1d-376c-4228-a93c-087e815b7284
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,1.0,1980-01-01T00:00:00.000Z,2009-03-01T00:00:00.000Z,13061.47,0.0,0.0,0,1,0,25000.0,0.0,2011,1,15061.0,2,13061.47,31482.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500003.0,,,,,1.0,72902.0,,A,0,2.0,,1.0,0,VT,Currently Unavailable,5747.0,50001.0,50001960600.0,500019606003.0,44.0,-72.8,4619777b-7f15-4f75-9ff4-486a914695e6
0,2026-02-11T00:00:00.000Z,1.0,1,,2011-08-28T00:00:00.000Z,0,,,,A05,0,2.0,,,2.0,0,,1.0,1950-07-01T00:00:00.000Z,1985-10-20T00:00:00.000Z,9290.41,1600.0,0.0,0,1,0,20500.0,1600.0,2011,1,11290.0,2,9290.41,127895.0,2,N,3859.0,2,1600.0,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500294.0,,,,,1.0,182707.0,0.0,A,0,1.0,,1.0,0,VT,Currently Unavailable,5149.0,50027.0,50027966300.0,500279663001.0,43.4,-72.7,41fccc52-20e0-49e9-92e2-da9518723778
0,2026-02-11T00:00:00.000Z,,1,,1995-08-11T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,10.0,1.0,1970-01-01T00:00:00.000Z,1993-03-12T00:00:00.000Z,1911.85,0.0,0.0,0,1,0,109100.0,0.0,1995,0,2911.0,1,1911.85,109100.0,1,N,,0,0.0,,0.0,,,,0.0,0,,,0.0,500033.0,,,,,1.0,0.0,,R,0,0.0,,,0,VT,Currently Unavailable,5446.0,50007.0,50007002302.0,500070023023.0,44.5,-73.3,7c03f05d-67d8-491a-91cd-f8282427053a
0,2026-02-11T00:00:00.000Z,,4,,2023-07-10T00:00:00.000Z,1,,4.0,975.0,AE,0,,973.0,988.1,2.0,0,10.0,15.0,1984-05-01T00:00:00.000Z,1996-02-05T00:00:00.000Z,34749.85,0.0,0.0,1,RatingEngine,0,1000000.0,0.0,2023,0,36750.0,2,34749.85,440261.0,4,A,,,0.0,,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500150.0,500150.0,"LUDLOW, TOWN OF",,,4.0,574468.0,,A,0,10.0,AE,1.0,0,VT,Currently Unavailable,5149.0,50027.0,50027966300.0,500279663001.0,43.4,-72.7,27e39395-752a-4805-93f5-0e8cc5c8b409
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-05-31T00:00:00.000Z,0,4,,,C,0,2.0,,,3.0,0,,1.0,1989-11-01T00:00:00.000Z,2005-12-15T00:00:00.000Z,90940.3,0.0,0.0,1,1,0,250000.0,100000.0,2011,1,89704.0,1,90940.3,355971.0,2,N,,1,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500033.0,,,20.0,,1.0,450597.0,,R,0,3.0,,1.0,0,VT,Currently Unavailable,5446.0,50007.0,50007002302.0,500070023023.0,44.5,-73.3,deb8ff70-bc05-43e5-9c93-fedb077e68e6
0,2026-02-11T00:00:00.000Z,,1,,2011-04-27T00:00:00.000Z,1,,,,C,0,,,,2.0,0,50.0,1.0,1990-10-18T00:00:00.000Z,2008-01-06T00:00:00.000Z,5349.14,0.0,0.0,1,1,0,160000.0,0.0,2011,0,6349.0,1,5349.14,125710.0,2,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500225.0,,,,,1.0,141249.0,,A,0,1.0,,1.0,0,VT,Currently Unavailable,5474.0,50013.0,50013020100.0,500130201003.0,44.9,-73.2,5083a619-8d0a-496f-9681-7a14490d13f7
0,2026-02-11T00:00:00.000Z,,1,,1981-02-02T00:00:00.000Z,0,,,,A16,0,3.0,,,3.0,0,10.0,4.0,1492-10-12T00:00:00.000Z,1980-02-21T00:00:00.000Z,545.22,250.0,0.0,0,1,0,25000.0,5000.0,1981,0,746.0,,545.22,85000.0,4,N,450.0,,250.0,25000.0,0.0,,,,0.0,0,,,0.0,505518.0,,,,,1.0,0.0,0.0,A,0,-3.0,,,0,VT,Currently Unavailable,5602.0,50023.0,50023954600.0,500239546002.0,44.3,-72.6,a521f97d-5f6c-4dc0-9bd2-3d1a6e1ab40f
0,2026-02-11T00:00:00.000Z,,1,,2023-07-10T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,12.0,1940-01-01T00:00:00.000Z,2020-02-11T00:00:00.000Z,26155.54,0.0,0.0,0,RatingEngine,0,100000.0,0.0,2023,1,21156.0,5,26155.54,316483.0,2,N,,,0.0,,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500105.0,500105.0,"BARRE, CITY OF",,,3.0,459152.0,,A,0,,AE,1.0,0,VT,Currently Unavailable,5641.0,50023.0,50023955200.0,500239552005.0,44.2,-72.5,f68343d3-95e6-4c5d-8714-ffff0991e54b
0,2026-02-11T00:00:00.000Z,2.0,1,,2008-08-03T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,1.0,1900-06-01T00:00:00.000Z,2006-08-15T00:00:00.000Z,1243.6,0.0,0.0,0,1,0,167000.0,0.0,2008,1,1744.0,0,1243.6,56972.0,4,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500028.0,,,,,1.0,142430.0,,R,0,12.0,,,0,VT,Currently Unavailable,5851.0,50005.0,50005957300.0,500059573003.0,44.5,-72.0,f1afe61a-bd60-40c1-a5c1-5115bfc2a1df
0,2026-02-11T00:00:00.000Z,1.0,1,,2014-03-17T00:00:00.000Z,0,,,,X,0,,,,3.0,0,,1.0,1996-01-01T00:00:00.000Z,2011-05-27T00:00:00.000Z,,,,1,7,0,30000.0,12000.0,2014,0,,1,0.0,,4,N,,1,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500131.0,,,20.0,8.0,1.0,,,A,0,-6.0,,1.0,0,VT,Currently Unavailable,5343.0,50025.0,50025967400.0,500259674001.0,43.1,-72.8,f130f469-8162-4fa3-90c9-3fcdfa62e611
0,2026-02-11T00:00:00.000Z,1.0,1,,1995-08-06T00:00:00.000Z,0,,,,B,0,,,,3.0,0,10.0,1.0,1930-01-01T00:00:00.000Z,1994-08-26T00:00:00.000Z,32919.0,1477.56,0.0,0,7,0,75000.0,18000.0,1995,0,33419.0,0,32919.0,84900.0,2,N,1978.0,0,1477.56,0.0,0.0,,,,0.0,0,,,0.0,500228.0,,,,,1.0,0.0,0.0,A,0,,,,0,VT,Currently Unavailable,5444.0,50015.0,,,44.6,-72.9,2ca9373e-95bf-40ab-9a80-7371d85d8fc9
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,1,,,,A05,0,,,,2.0,0,50.0,4.0,1940-01-01T00:00:00.000Z,2010-11-13T00:00:00.000Z,50000.0,0.0,0.0,0,1,0,50000.0,0.0,2011,0,55555.0,1,50000.0,55718.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500120.0,,,,,1.0,64290.0,,A,0,4.0,,8.0,0,VT,Currently Unavailable,5673.0,50023.0,50023955700.0,500239557002.0,44.2,-72.8,94be8820-dddc-4e76-8b97-f95e679cbb10
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-29T00:00:00.000Z,0,,,,A06,0,2.0,,,3.0,0,,1.0,1974-07-01T00:00:00.000Z,1993-01-02T00:00:00.000Z,,,,0,1,0,82000.0,5000.0,2011,1,1580.0,5,0.0,134041.0,4,N,1065.0,2,0.0,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500102.0,,,1.0,1.0,1.0,178722.0,0.0,A,0,0.0,,1.0,0,VT,Currently Unavailable,5728.0,50021.0,50021962800.0,500219628003.0,43.5,-72.9,951de6e3-fc83-4700-b816-0694a0419841
0,2026-02-11T00:00:00.000Z,,1,,2023-07-10T00:00:00.000Z,0,,,,AE,0,,,,3.0,0,,13.0,1890-01-01T00:00:00.000Z,2005-04-24T00:00:00.000Z,14506.53,0.0,0.0,0,RatingEngine,0,201000.0,0.0,2023,0,19507.0,5,14506.53,595545.0,2,N,,,0.0,,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500146.0,,"CHESTER, TOWN OF",,,7.0,871320.0,,A,0,3.0,,,0,VT,Currently Unavailable,5143.0,50027.0,50027966501.0,500279665012.0,43.3,-72.6,d56f20bc-d2eb-4996-b564-5f657c6cf363
0,2026-02-11T00:00:00.000Z,,1,,1979-03-06T00:00:00.000Z,0,,,,,0,3.0,,,1.0,0,10.0,1.0,1492-10-12T00:00:00.000Z,1978-10-22T00:00:00.000Z,1319.5,0.0,0.0,0,1,0,10300.0,1500.0,1979,0,1520.0,,1319.5,10300.0,1,N,,,0.0,,0.0,,,,0.0,0,,,0.0,500220.0,,,97.0,,1.0,0.0,,A,0,1.0,,,0,VT,Currently Unavailable,5656.0,,,,,,d3401dab-a49c-4db6-bffd-8acd183d39c4
