GEOID,town_name,total_population,occupied_housing_units,nfip_claims,total_nfip_claims_paid,2011_2022_nfip_claims,2023_plus_nfip_claims,pre_2011_nfip_claims,2011_2022_nfip_claims_count,2023_plus_nfip_claims_count,pre_2011_nfip_claims_count,claims_per_capita,claims_per_housing_unit
5002172925,Tinmouth town,827,321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5001773075,Topsham town,999,434,1.0,21380.77,21380.77,0.0,0.0,1.0,0.0,0.0,21.402172172172172,49.26444700460829
5002573300,Townshend town,1538,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5001973525,Troy town,1749,709,3.0,131696.16,118967.07999999999,12729.080000000002,0.0,2.0,1.0,0.0,75.29797598627788,185.74916784203103
5001773675,Tunbridge town,1253,525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000773975,Underhill town,3141,1197,3.0,38963.729999999996,38963.729999999996,0.0,0.0,3.0,0.0,0.0,12.404880611270295,32.55115288220551
5000174650,Vergennes city,2565,1129,1.0,46423.36,46423.36,0.0,0.0,1.0,0.0,0.0,18.098775828460038,41.11900797165633
5002574800,Vernon town,2709,1028,2.0,4796.47,4796.47,0.0,0.0,1.0,0.0,1.0,1.7705684754521964,4.6658268482490275
5001774950,Vershire town,842,372,1.0,3667.31,0.0,3667.31,0.0,0.0,1.0,0.0,4.355475059382423,9.858360215053763
5000975175,Victory town,53,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002375325,Waitsfield town,1918,854,14.0,340069.81,338157.93,1911.88,0.0,12.0,2.0,0.0,177.30438477580813,398.2082084309134
5000575700,Walden town,1037,464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002175925,Wallingford town,2286,801,21.0,563558.0,330476.63,233081.37,0.0,11.0,10.0,0.0,246.52580927384076,703.5680399500624
5000176075,Waltham town,452,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002576225,Wardsboro town,820,344,4.0,247699.7,234776.3,12923.4,0.0,3.0,1.0,0.0,302.07280487804877,720.0572674418605
5000976337,Warner's grant,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5002376525,Warren town,1585,700,7.0,75264.75,19197.82,0.0,56066.93,4.0,0.0,3.0,47.48564668769716,107.52107142857143
5000976562,Warren's gore,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5001776750,Washington town,1056,517,1.0,10657.64,0.0,10657.64,0.0,0.0,1.0,0.0,10.09246212121212,20.61439071566731
5002376975,Waterbury town,5405,2315,132.0,5260666.11,2907197.02,2353469.09,0.0,36.0,95.0,1.0,973.2962275670676,2272.4259654427647
5000577125,Waterford town,1279,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5001577425,Waterville town,680,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002777500,Weathersfield town,2856,1050,6.0,139266.75,131370.44,7896.31,0.0,4.0,2.0,0.0,48.762867647058826,132.635
5002177950,Wells town,1148,467,2.0,7087.88,7087.88,0.0,0.0,2.0,0.0,0.0,6.17411149825784,15.177473233404712
5001779975,West Fairlee town,711,334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5002180875,West Haven town,234,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002182300,West Rutland town,2240,965,4.0,43805.689999999995,43805.689999999995,0.0,0.0,4.0,0.0,0.0,19.556111607142856,45.39449740932642
5002783050,West Windsor town,1171,485,1.0,17512.36,17512.36,0.0,0.0,1.0,0.0,0.0,14.955046968403074,36.1079587628866
5001980200,Westfield town,536,218,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5000780350,Westford town,2290,797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002581400,Westminster town,2999,1284,5.0,45026.9,0.0,45026.9,0.0,2.0,3.0,0.0,15.013971323774593,35.06767912772586
5001981700,Westmore town,465,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002782000,Weston town,685,278,13.0,1052163.47,73853.31,978310.16,0.0,6.0,7.0,0.0,1536.0050656934307,3784.760683453237
5000183275,Weybridge town,781,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000583500,Wheelock town,717,283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000183800,Whiting town,532,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002583950,Whitingham town,1368,559,7.0,124805.70000000001,124805.70000000001,0.0,0.0,7.0,0.0,0.0,91.23223684210527,223.26601073345262
5001784175,Williamstown town,3579,1329,7.0,584744.96,13444.1,547787.52,23513.34,2.0,4.0,1.0,163.3822184967868,439.9886832204665
5000784475,Williston town,10144,4421,3.0,23428.129999999997,23428.129999999997,0.0,0.0,3.0,0.0,0.0,2.3095554022082014,5.299282967654376
5002584700,Wilmington town,1747,1016,24.0,1742084.58,1732957.95,0.0,9126.63,20.0,0.0,4.0,997.1863651974815,1714.6501771653543
5002584850,Windham town,594,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002784925,Windsor town,3554,1790,2.0,28094.56,28094.56,0.0,0.0,2.0,0.0,0.0,7.905053460889139,15.695284916201118
5000385075,Winhall town,752,282,1.0,85711.28,85711.28,0.0,0.0,1.0,0.0,0.0,113.9777659574468,303.94070921985815
5000785150,Winooski city,8293,4102,1.0,16236.26,16236.26,0.0,0.0,1.0,0.0,0.0,1.9578270830821174,3.958132618235007
5001585375,Wolcott town,1507,688,12.0,160795.69,38371.57,111913.18,10510.94,4.0,7.0,1.0,106.69919708029197,233.71466569767443
5002385525,Woodbury town,659,294,5.0,134566.21000000002,0.0,134566.21000000002,0.0,0.0,5.0,0.0,204.1975872534143,457.70819727891165
5000385675,Woodford town,282,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002785975,Woodstock town,3027,1361,46.0,4211805.44,2293360.5700000003,1918444.87,0.0,21.0,25.0,0.0,1391.4124347538818,3094.6402939015434
5002386125,Worcester town,831,404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
