GEOID,town_name,IFLD_EALT_weighted,IFLD_EALP_weighted,IFLD_EALPE_weighted,IFLD_EALB_weighted,IFLD_EALA_weighted,POPULATION_weighted,BUILDVALUE_weighted,AGRIVALUE_weighted,AREA_weighted,ALAND_sqmi,EAL_per_capita,EAL_per_building_value,EAL_per_agricultural_value,weight,RISK_SCORE_avg,SOVI_SCORE_avg,IFLD_RISKS_avg,RESL_SCORE_avg,CRF_VALUE_avg
5001577425,Waterville town,75497.27126564382,5.072947002533335e-05,694.993739347517,74765.86074391285,36.41678238085841,323.5773786556534,72071020.60571131,300506.80265302095,15.891509473264994,15.684540341279789,233.3206096770658,0.0010475399214710302,0.25123315212539954,0.13641542101840362,16.9027148514,35.96754131,42.3804597291,74.2269873238,1.012684848
5001585375,Wolcott town,396434.2393098037,0.00022506699059168036,3083.417771101031,391980.07594046026,1370.7455983421896,1275.3237804827234,329344374.5800107,1797441.6355841297,39.77630014863001,38.94751856096885,310.84987622496084,0.0012037073346564608,0.22055472147832558,0.49895296576006387,31.7731559107,44.16099035,64.3965609504,74.2269873238,1.075112606
5001707375,Bradford town,651199.979581,0.000176343154771,2415.90122036,648273.3677,510.71066079,2790.0,743675686.0,5072134.0,30.20200833,29.659826504004414,233.40501060250898,0.0008756504909870081,0.1283877712183866,1.0,22.7486235477,28.86098442,48.5593331193,46.3902381234,0.967117523
5001707600,Braintree town,350298.54956893175,0.00016858900631128845,2309.669386468372,345256.6712305393,2732.2089520835075,1184.2108498020468,287692817.7491691,4318541.088201856,38.995289473939444,38.4445023522068,295.8075832758058,0.001217613120513654,0.08111502065499351,0.4831541614859432,31.77553423,49.06947817,62.0943479243,46.390238123399996,1.126065011
5001709325,Brookfield town,374725.83704006835,0.00018034518436771155,2470.729025841628,369332.37456946075,2922.733444936492,1266.7891501979534,307754434.2508309,4619684.911798145,41.71453894606055,40.87921082628622,295.80758327580577,0.001217613120513654,0.0811150206549935,0.5168458385140569,31.775534230000005,49.06947817,62.094347924299996,46.3902381234,1.126065011
5001713525,Chelsea town,406792.18937082705,0.00026917582080768974,3687.7087450772365,401793.3273983309,1311.1532286076258,1051.432492663515,281491876.41929936,3146583.0105622555,40.48753488633497,40.0510633952458,386.89330243193353,0.001445129410288506,0.1292806158316282,0.24260094431553184,65.2420534408,30.6930048,88.8480610752,46.3902381234,0.981115877
5001715700,Corinth town,428625.2930358339,0.00021565894070912564,2954.527487719093,424542.32410703186,1128.4414411177593,1317.8463884210532,333896756.491087,2533463.847393972,48.8134385062552,48.24163149682985,325.2467789886963,0.0012837060699248679,0.16918547840212364,0.4965510129695001,33.6044617269,34.40798436,65.3930767127,46.3902381234,1.009477477
5001725675,Fairlee town,298753.36155850283,0.00011414651085855494,1563.8071987632097,296430.1640185231,759.3903412741215,771.6675771652139,196890283.06489915,1903883.2812157809,21.243793967854035,19.967641470481837,387.15292750279673,0.0015173596020481492,0.15691789749197496,0.47959451657253815,15.2248106263,22.60735651,43.1831424732,46.3902381234,0.91328914
5001748175,Newbury town,826896.342005,0.000387218622185,5304.89512394,775199.6587,46391.7881809,2293.0,619176960.0,10747232.0,65.22485112,64.04942954679409,360.61768076973397,0.0013354766010754018,0.07694040121260991,1.0,36.3716361647,46.97980217,67.9164734282,46.3902381234,1.109139378
5001753425,Orange town,248631.08130000375,0.0002112093033106306,2893.567455359286,245050.47524736167,687.038597142898,1039.1527459011618,245915938.4578343,1431747.6508586186,39.400770430746434,38.68735095737603,239.26326738846157,0.0010110409388638915,0.17365565862873933,0.4995926662986355,24.8629493537,74.11301309,52.6785820461,46.3902381234,1.369410911
5001758075,Randolph town,1145950.86481,0.000392342795131,5375.09629329,1135863.1528,4712.61572102,4774.0,1446206456.0,11160084.0,48.62208819,47.96946576866033,240.0399800607457,0.0007923840057937066,0.10268299636543954,1.0,55.0021999453,39.2264408,79.1587884842,46.3902381234,1.046403293
5001770675,Strafford town,448960.5437882325,0.0002970787690672678,4069.979136234688,443443.4963912179,1447.0682620918376,1160.4246984017473,310671515.3617986,3472759.940847956,44.684500229289704,44.08503712597639,386.89330243193353,0.001445129410288506,0.1292806158316282,0.26774912284304275,65.2420534408,30.6930048,88.8480610752,46.3902381234,0.9811158770000001
5001772400,Thetford town,878053.390746,0.000296740408523,4065.34359676,872535.3704,1452.67674899,2774.0,700620698.0,5220501.0,44.82458565,43.552413059288675,316.52970106200434,0.0012532507150481015,0.1681933191366116,1.0,23.7487067889,9.209856068,54.1614640933,46.3902381234,0.798116459
5001773075,Topsham town,434579.658400166,0.00021865482580487434,2995.5711135309066,430439.9697929682,1144.1174937022408,1336.1536115789468,338535174.508913,2568658.152606028,49.49154372374479,48.92169871141312,325.2467789886963,0.0012837060699248679,0.16918547840212367,0.5034489870304999,33.6044617269,34.40798436,65.3930767127,46.3902381234,1.009477477
5001773675,Tunbridge town,454315.592800519,0.00030062222381151225,4118.524466230993,448732.7399343538,1464.3284012618428,1174.2658504160772,314377099.7711682,3514181.8429470365,45.21748178441327,44.63688869405736,386.89330243193353,0.001445129410288506,0.1292806158316282,0.2709427435200917,65.2420534408,30.693004799999997,88.8480610752,46.3902381234,0.981115877
5001774950,Vershire town,366727.2467804213,0.0002426647075435302,3324.5064933570798,362220.72247609723,1182.0178120386936,947.8769585186602,253767755.4477338,2836676.2056427514,36.499919579962054,36.10056224847697,386.8933024319335,0.001445129410288506,0.1292806158316282,0.21870718932133368,65.2420534408,30.6930048,88.8480610752,46.3902381234,0.981115877
5001776750,Washington town,249036.51486799621,0.00021155371456036938,2898.285889480713,245450.0700526383,688.1589257371018,1040.8472540988378,246316944.54216564,1434082.349141381,39.46501981925356,38.98128087812044,239.26326738846157,0.0010110409388638913,0.17365565862873933,0.5004073337013644,24.8629493537,74.11301309,52.6785820461,46.3902381234,1.369410911
5001779975,West Fairlee town,324175.6987934971,0.0001238597776084451,1696.8789532367905,321654.8093814769,824.0104588458785,837.3324228347861,213644608.93510085,2065893.7187842191,23.051528922145966,22.621242069099406,387.15292750279673,0.0015173596020481492,0.156917897491975,0.5204054834274618,15.2248106263,22.60735651,43.1831424732,46.3902381234,0.91328914
