projectIdentifier,programArea,programFy,disasterNumber,projectCounties,projectType,status,subrecipient,dateApproved,projectAmount,federalShareObligated,costSharePercentage,benefitCostRatio,netValueBenefits,numberOfFinalProperties,numberOfProperties,flood_mitigation_flag,subcategory,acquisition_buyouts,admin,ecosystem_restoration,equipment,flood_control,infrastructure_protection,infrastructure_stormwater,other,planning,structure_protection,funding_acquisition_buyouts,funding_admin,funding_ecosystem_restoration,funding_equipment,funding_flood_control,funding_infrastructure_protection,funding_infrastructure_stormwater,funding_other,funding_planning,funding_structure_protection,cost_per_property,cost_per_final_property,town_assigned,geo_level
DR-4621-0001-R,HMGP,2021,4621.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Barnard (Town of),2024-11-19T00:00:00.000Z,464500.0,179837.0,0.39,1.0,464500.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,179837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179837.0,179837.0,BARNARD TOWN,local
PDMC-PJ-01-VT-2009-002,PDM,2009,,BENNINGTON,"300.6: Vegetation Management - Erosion; 
303.1: Wetland Restoration/Creation; 
402.1: Infrastructure Protective Measures (Roads and Bridges)",Not Approved / Denied,"Town of Bennington, VT",,752265.0,,0.75,2.0,1547454.0,0,0,1.0,"erosion_control,roads_bridges_protection,wetland_restoration",False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BENNINGTON TOWN,local
DR-4001-0001-R,HMGP,2011,4001.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Bethel (Town of),2017-11-14T00:00:00.000Z,116157.0,87866.0,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,87866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43933.0,43933.0,BETHEL TOWN,local
DR-4532-0010-R,HMGP,2020,4532.0,WINDSOR,303.2: Floodplain and Stream Restoration,Approved,Springfield (Town of),2024-10-08T00:00:00.000Z,840830.0,756747.0,0.9,2.08,1683867.0,0,0,1.0,floodplain_restoration,False,False,True,False,False,False,False,False,False,False,0.0,0.0,756747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SPRINGFIELD TOWN,local
DR-4140-0004-P,HMGP,2013,4140.0,WINDSOR,91.4: Local Multijurisdictional Multihazard Mitigation Plan - NEW ,Closed,Weathersfield (Town of),2019-02-27T00:00:00.000Z,14525.0,10894.22,0.75,0.0,0.0,0,0,0.0,local_multijurisdictional_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10894.22,0.0,,,WEATHERSFIELD TOWN,local
PDMC-PJ-01-VT-2006-004,PDM,2006,,BENNINGTON,402.1: Infrastructure Protective Measures (Roads and Bridges),Not Approved / Denied,Town of Arlington,,231000.0,,0.9,1.98,456328.0,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ARLINGTON TOWN,local
DR-4022-0148-R,HMGP,2011,4022.0,WINDSOR,403.1: Stormwater Management - Culverts,Closed,Ludlow (Town of),2023-10-31T00:00:00.000Z,96581.15,72435.87,0.75,1.08,1211488.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,72435.87,0.0,0.0,0.0,,,LUDLOW TOWN,local
DR-4022-0095-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Windsor (Town of),2023-11-15T00:00:00.000Z,119371.52,89528.64,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,89528.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89528.64,89528.64,WINDSOR TOWN,local
DR-4022-0115-R,HMGP,2011,4022.0,BENNINGTON,601.2: Generators - Regular,Closed,Sunderland,2023-11-01T00:00:00.000Z,10063.54,4500.0,0.45,1.13,6780.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUNDERLAND TOWN,local
DR-4022-0035-R,HMGP,2011,4022.0,BENNINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Readsboro (Town of),2013-07-17T00:00:00.000Z,659428.0,493446.0,0.75,1.45,953960.0,3,3,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,493446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164482.0,164482.0,READSBORO TOWN,local
PDMC-PL-01-VT-2012-002,PDM,2012,,ADDISON; ORANGE; RUTLAND; WINDSOR,91.1: Local Multihazard Mitigation Plan,Closed,"Two Rivers-Ottauquechee Regional Commission (Barnard, Bethel, Braintree, Brookfield, Chelsea, Granville, Hancock, Hartford, Pittsfield, Pomfret, Rando",2012-09-17T00:00:00.000Z,93822.84,70367.12,0.75,,,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70367.12,0.0,,,,regional
DR-4022-0094-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,West Windsor (Town of),2023-10-31T00:00:00.000Z,61639.37,46229.53,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,46229.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46229.53,46229.53,WEST WINDSOR TOWN,local
DR-4022-0013-F,HMGP,2011,4022.0,ADDISON; ORANGE; RUTLAND; WINDSOR,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,TWO-RIVERS-OTTAUQUECHEE REGIONAL COMMISSION,2023-11-01T00:00:00.000Z,29594.41,22195.8,0.75,0.0,0.0,0,0,0.0,public_awareness,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22195.8,0.0,,,,regional
DR-4022-0014-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Sharon (Town of),2022-12-01T00:00:00.000Z,0.0,0.0,0.0,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SHARON TOWN,local
DR-4022-0123-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Chester (Town of),2023-10-27T00:00:00.000Z,137522.22,103141.66,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,103141.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103141.66,103141.66,CHESTER TOWN,local
DR-9005-0002-R,PDM,2000,9005.0,BENNINGTON,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,16600.0,12400.0,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12400.0,0.0,,,,unknown
DR-4022-0011-F,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Bethel (Town of),2023-11-03T00:00:00.000Z,375965.99,281974.49,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,281974.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140987.245,140987.245,BETHEL TOWN,local
DR-4022-0081-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Hartford (Town of),2023-11-07T00:00:00.000Z,71942.48,53956.86,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,53956.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53956.86,53956.86,HARTFORD TOWN,local
DR-4022-0087-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Stockbridge (Town of),2023-11-01T00:00:00.000Z,571913.2,428934.9,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,428934.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428934.9,428934.9,STOCKBRIDGE TOWN,local
FMA-PJ-01-VT-2023-003,FMA,2023,,BENNINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Obligated,Vermont Emergency Management,2024-09-25T00:00:00.000Z,1094418.0,820813.5,0.75,2.0,2.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,820813.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820813.5,820813.5,,statewide
DR-9005-0009-R,PDM,2000,9005.0,WINDSOR,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,2002-08-12T00:00:00.000Z,15000.0,12000.0,0.8,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,,,,unknown
DR-4532-0015-R,HMGP,2020,4532.0,WINDSOR,302.1: Landslide Stabilization - Structural,Approved,Chester (Town of),2024-09-30T00:00:00.000Z,788300.0,709470.0,0.9,1.25,807518.0,0,0,1.0,slope_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,709470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CHESTER TOWN,local
DR-4022-0012-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Bridgewater (Town of),2023-11-16T00:00:00.000Z,280614.15,210460.61,0.75,0.0,0.0,3,3,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,210460.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70153.53666666667,70153.53666666667,BRIDGEWATER TOWN,local
DR-4022-0088-R,HMGP,2011,4022.0,BENNINGTON,"202.3: Elevation of Public Structures - Riverine; 
400.1: Utility Protective Measures (Electric, Gas, etc.); 
405.1: Other Minor Flood Control",Closed,Arlington (Town of),2025-04-16T00:00:00.000Z,12500.0,9375.0,0.75,1.08,168483.0,1,1,1.0,"elevation,minor_flood_control,utility_protection",False,False,False,False,True,True,False,False,False,True,0.0,0.0,0.0,0.0,3125.0,3125.0,0.0,0.0,0.0,3125.0,9375.0,9375.0,ARLINGTON TOWN,local
DR-4022-0156-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,2023-11-06T00:00:00.000Z,140289.54,103473.4,0.74,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,103473.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51736.7,51736.7,,statewide
DR-4022-0080-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Hartford (Town of),2023-11-06T00:00:00.000Z,232847.15,174635.36,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,174635.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174635.36,174635.36,HARTFORD TOWN,local
DR-4022-0025-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Stockbridge (Town of),2023-11-06T00:00:00.000Z,127018.33,95263.75,0.75,0.0,0.0,1,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,95263.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47631.875,95263.75,STOCKBRIDGE TOWN,local
DR-4022-0017-F,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Hartford (Town of),2023-11-01T00:00:00.000Z,291268.62,218451.5,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,218451.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218451.5,218451.5,HARTFORD TOWN,local
DR-4022-0021-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Bridgewater (Town of),2023-11-06T00:00:00.000Z,594286.83,445715.12,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,445715.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222857.56,222857.56,BRIDGEWATER TOWN,local
DR-4022-0122-R,HMGP,2011,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Chester (Town of),2023-10-11T00:00:00.000Z,168382.5,126286.87,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,126286.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126286.87,126286.87,CHESTER TOWN,local
DR-4022-0143-R,HMGP,2011,4022.0,WINDSOR,403.1: Stormwater Management - Culverts,Closed,Stockbridge (Town of),2016-03-09T00:00:00.000Z,148064.0,0.0,0.75,1.13,172572.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,STOCKBRIDGE TOWN,local
DR-1816-0004-R,HMGP,2009,1816.0,WINDSOR,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,Windsor (Town of),2014-03-06T00:00:00.000Z,0.0,0.0,0.75,2.78,154461.0,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,WINDSOR TOWN,local
DR-4140-0005-P,HMGP,2013,4140.0,WINDSOR,91.1: Local Multihazard Mitigation Plan,Closed,West Windsor (Town of),2019-02-28T00:00:00.000Z,11945.0,8958.62,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8958.62,0.0,,,WEST WINDSOR TOWN,local
DR-4140-0002-P,HMGP,2013,4140.0,WINDSOR,91.4: Local Multijurisdictional Multihazard Mitigation Plan - NEW ,Closed,Ludlow (Town of),2019-02-28T00:00:00.000Z,13290.0,9967.45,0.75,0.0,0.0,0,0,0.0,local_multijurisdictional_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9967.45,0.0,,,LUDLOW TOWN,local
